time,map_url,best_az_deg,best_alt_deg,best_val,actual_az_deg,actual_alt_deg,actual_val,gain,time_offset_min
2025-07-20 01:05:00+00:00,s3://lfa@rubinobs-lfa-cp/DREAM/dream/2025/07/19/DREAM_dream_2025-07-20T01:04:22.013_B_cloud_sys_62043605_62043608.hdf5,51.33136991632907,40.4670633556322,-1.3559011220932007,115.88168603033819,63.7051296965133,0.07660851627588272,1.4325096383690834,1.4000000000000057
2025-07-20 01:10:00+00:00,s3://lfa@rubinobs-lfa-cp/DREAM/dream/2025/07/19/DREAM_dream_2025-07-20T01:09:41.139_B_cloud_zps_62043655_62043658.hdf5,315.2867389056685,32.44376105828527,-0.05765553191304207,126.51972053190347,58.306707319357045,0.010935279540717602,0.06859081145375967,0.08333333333333304
2025-07-20 01:15:00+00:00,s3://lfa@rubinobs-lfa-cp/DREAM/dream/2025/07/19/DREAM_dream_2025-07-20T01:14:28.353_B_cloud_sys_62043700_62043703.hdf5,303.19436830730723,22.191497170137293,-0.5945912003517151,127.26426916460166,45.310891194944844,0.044755857437849045,0.6393470577895641,0.04999999999999449
2025-07-20 01:20:00+00:00,s3://lfa@rubinobs-lfa-cp/DREAM/dream/2025/07/19/DREAM_dream_2025-07-20T01:19:47.479_B_cloud_sys_62043750_62043753.hdf5,270.402735352242,22.84268673219982,-1.368371605873108,126.39203547344961,43.16045468700053,0.03013075701892376,1.3985023628920317,0.08333333333333304
2025-07-20 01:25:00+00:00,s3://lfa@rubinobs-lfa-cp/DREAM/dream/2025/07/19/DREAM_dream_2025-07-20T01:24:34.693_B_cloud_zps_62043795_62043798.hdf5,143.51925570334797,20.346348262344076,-0.23827864229679108,116.11170652174087,53.41673367826386,0.017256587743759155,0.25553523004055023,0.016666666666682595
2025-07-20 01:35:00+00:00,s3://lfa@rubinobs-lfa-cp/DREAM/dream/2025/07/19/DREAM_dream_2025-07-20T01:34:41.033_B_cloud_sys_62043890_62043893.hdf5,274.3064844874497,58.88545941678435,-0.4495086669921875,99.11715562017491,62.12383980522145,0.08877842128276825,0.5382870882749557,0.20000000000000462
2025-07-20 01:40:00+00:00,s3://lfa@rubinobs-lfa-cp/DREAM/dream/2025/07/19/DREAM_dream_2025-07-20T01:39:28.246_B_cloud_sys_62043935_62043938.hdf5,273.5547305005477,57.80519893151735,-0.4415193498134613,119.84542279441098,70.42446591674415,0.05414065346121788,0.4956600032746792,0.7000000000000028
2025-07-20 01:45:00+00:00,s3://lfa@rubinobs-lfa-cp/DREAM/dream/2025/07/19/DREAM_dream_2025-07-20T01:44:47.373_B_cloud_sys_62043985_62043988.hdf5,272.829576933714,56.72407181106112,-0.43741780519485474,128.78776473096244,61.48129169714953,0.0947352945804596,0.5321530997753143,0.016666666666669272
2025-07-20 01:50:00+00:00,s3://lfa@rubinobs-lfa-cp/DREAM/dream/2025/07/19/DREAM_dream_2025-07-20T01:49:34.586_B_cloud_sys_62044030_62044033.hdf5,272.12830216841945,55.64227808265027,-0.4203786849975586,139.04410807925538,43.228967677398714,0.005233012139797211,0.4256116971373558,0.033333333333338544
2025-07-20 01:55:00+00:00,s3://lfa@rubinobs-lfa-cp/DREAM/dream/2025/07/19/DREAM_dream_2025-07-20T01:54:21.800_B_cloud_zps_62044075_62044078.hdf5,2.476020751107908,22.560116873213893,-0.10207996517419815,123.75292258075487,51.83404147364,0.0012458262499421835,0.10332579142414033,0.04999999999999449
