metric,absolute,motion,scheduler
Coadd_m5_proxy,20.885352480931,20.47583665163401,19.377418281312202
Delta_depth_vs_phot,1.0649489829564125,-0.06516359567490682,-0.8894446083698888
Max_airmass,1.857417562100671,1.857417562100671,1.8063873393026872
Max_gap_min,1.0040333331562579,1.0040333331562579,80.32333333860151
Mean_airmass,1.4776567897692754,1.3631014293519923,1.280577313598138
Mean_cloud_ext,-1.0927146619333423,0.04885345273970525,0.05073887390843057
Mean_m5,25.544948982956413,24.414836404325094,23.59055539163011
Mean_slew_s,4.585328339079884,2.527741269445749,3.1482963426371895
Median_airmass,1.5,1.2557870756069274,1.2426769395634634
Median_cloud_ext,-0.3019585609436035,0.009645793965319172,0.018321469629881904
Median_gap_min,0.5019833380356431,0.5019833380356431,0.5019999970681965
Median_m5,24.73475624437159,24.462426881428645,23.814083193902714
Median_seeing,0.75,0.7255787075606926,1.013162488207477
Median_slew_s,2.0,2.0,2.7243048920586324
Min_cloud_ext,-3.762523651123047,-0.7500351071357727,-0.15491792745888233
N_visits,1361.0,1361.0,708.0
Night_duration_h,12.06343527766876,12.06343527766876,9.840515277755912
Open_shutter_frac,0.9401688992903096,0.9401688992903096,0.5995620994904721
Sky_frac_visited,0.027587890625,0.036376953125,0.023274739583333332
Total_exposure_h,11.341666666666667,11.341666666666667,5.9
Total_photons,517650600.1790261,101159986.67989089,52800473.21742467
Total_slew_h,1.7335088526354783,0.9556266299210179,0.6191649473853139
fO_area_deg2,1138.0821829063423,1500.6570376375662,960.1519301215748
