observationId,fieldRA,fieldDec,observationStartMJD,flush_by_mjd,visitExposureTime,band,filter,rotSkyPos,rotSkyPos_desired,numExposures,airmass,seeingFwhm500,seeingFwhmEff,seeingFwhmGeom,skyBrightness,night,slewTime,visitTime,slewDistance,fiveSigmaDepth,altitude,azimuth,paraAngle,pseudoParaAngle,cloud,moonAlt,sunAlt,scheduler_note,target_name,target_id,observationStartLST,rotTelPos,rotTelPos_backup,moonAz,sunAz,sunRA,sunDec,moonRA,moonDec,moonDistance,solarElong,moonPhase,cummTelAz,observation_reason,science_program,cloud_extinction
1243565,332.1923005645941,-59.60086475807618,63191.01536351214,63191.057376569406,30.0,z,z,226.34187019194096,0.0,1,1.1900604605988556,1.8165582166624064,2.0857920849585208,1.766521093835904,18.06150598178137,2210,142.47185198431677,31.0,36.129748451926055,21.717399611498745,57.3353092723955,200.38200931156902,36.28122971011336,36.44899012812263,0.0,52.17780532814441,-12.46145543658131,"pair_15, zy, a",lowdust,1839971,354.59926719805327,80.10711993618165,0.0,296.37262848255074,237.9460160276395,235.77343864474037,-19.717265234343603,320.4020253708186,-9.370723030154503,51.010945267815586,76.24667757341338,45.46853718993718,-159.70777797647517,pairs_zy_15.0,BLOCK-365,0.0
1243566,327.8817128168545,-61.79187590313407,63191.01578903937,63191.057376569406,30.0,z,z,231.5262742322344,0.0,1,1.2373228587243337,1.8165582166624064,2.135105902692842,1.807057052013516,18.07267893716339,2210,5.765552735167036,31.0,3.0404490967810656,21.694334917614356,54.261591189493146,200.98556746802748,40.636798492789495,40.8424001178728,0.0,52.06055379019544,-12.573597926423735,"pair_15, zy, a",lowdust,1839972,354.7528764203783,79.3161258856384,0.0,296.22802790290916,237.85336744680225,235.77388343741282,-19.71736133765601,320.40595394502964,-9.368646982373235,52.70926584932355,73.68331565354482,45.470709778797925,-159.28759098079414,pairs_zy_15.0,BLOCK-365,0.0
1243567,326.19962195549,-59.04856900235461,63191.01620969661,63191.057376569406,30.0,z,z,236.72468758638107,0.0,1,1.2169104695528736,1.8165582166624064,2.1139016411637526,1.7896271490366045,18.153992168513405,2210,5.3447857517158806,31.0,2.865972701889135,21.746870817149617,55.63068288229295,205.41526965828336,45.86681647517604,46.06439660175985,0.0,51.944430581911824,-12.6843225295591,"pair_15, zy, a",lowdust,1839973,354.90472764677935,79.33970901537877,0.0,296.08621918387917,237.76164431375133,235.7743231401983,-19.717456340041604,320.40984097613506,-9.36659388336541,49.87622266688362,73.39653690235706,45.4728594391768,-154.96196363520227,pairs_zy_15.0,BLOCK-365,0.0
1243568,321.5207461350138,-61.05558999871099,63191.01663549657,63191.057376569406,30.0,z,z,241.01716053670413,0.0,1,1.2668529172544223,1.6684555649034536,2.0001164184964244,1.6960956960040607,18.155720112936653,2210,5.789116804845191,31.0,3.0783119051385475,21.804383820597938,52.49652484194894,205.60476739994897,50.17055002848268,50.40642608575081,0.0,51.82667146883648,-12.796264640789062,"pair_15, zy, a",lowdust,1839974,355.05843532066893,79.3892655490467,0.0,295.94382275751957,237.66866328596598,235.77476821913677,-19.717552502796604,320.41377898865534,-9.364514863387173,51.69758204618449,70.78975187758653,45.47503734031927,-154.92487994168883,pairs_zy_15.0,BLOCK-365,0.0
1243569,320.4205368788848,-58.27006829307715,63191.01705589609,63191.057376569406,30.0,z,z,245.5283619650641,0.0,1,1.2474595554331787,1.6684555649034536,1.9816887403724321,1.6809481445861392,18.23545963169277,2210,5.3225187711950515,31.0,2.8403054823922202,21.85525591065279,53.68278410241334,209.93211345442225,54.72559247384699,54.94761362500345,0.0,51.71019246036786,-12.906652603741978,"pair_15, zy, a",lowdust,1839975,355.2101935140566,79.4192516599393,0.0,295.80435828745794,237.57672680870047,235.77520765370332,-19.717647444852272,320.41767047100177,-9.362461401444671,48.90760694100048,70.53933627647008,45.47718955380737,-150.69204588473298,pairs_zy_15.0,BLOCK-365,0.0
1243570,319.52855379007815,-55.47184211632021,63191.01747688562,63191.057376569406,30.0,z,z,250.0522928381169,0.0,1,1.2314440921357455,1.8165582166624064,2.129013518857137,1.8020491125005664,18.28567999444647,2210,5.373496159530021,31.0,2.8403054815188304,21.803354422885672,54.71788970174124,214.48313816501195,59.304020673499714,59.51362871837261,0.0,51.59333745369151,-13.017061687263878,"pair_15, zy, a",lowdust,1839976,355.36216469335005,79.46133588025572,0.0,295.66581408819957,237.4845271844916,235.7756477055826,-19.717742519097538,320.42157081608025,-9.360404250747957,46.116838030356014,70.36559016475691,45.47934671431635,-146.24530994519424,pairs_zy_15.0,BLOCK-365,0.0
1243571,309.8301312981041,-58.85343002137186,63191.0179207708,63191.057376569406,30.0,z,z,257.51581246420545,0.0,1,1.3452282831208766,1.8165582166624064,2.244952690421128,1.897351111526167,18.24784960356493,2210,7.351679294169092,31.0,6.243405074146742,21.71927186741323,48.43225601597184,213.50598065698875,66.76602916769833,67.04010615796572,0.0,51.46989691523116,-13.133330382000409,"pair_15, zy, a",lowdust,1839977,355.5224008709668,79.52429369376028,0.0,295.520939089368,237.38716794105017,235.77611169044673,-19.717842762837368,320.4256869688595,-9.358234346875047,50.147737640478134,65.00622348200588,45.48162328058446,-147.37321212231808,pairs_zy_15.0,BLOCK-365,0.0
1243572,315.4850430814292,-60.073804634322585,63191.018340752904,63191.057376569406,30.0,z,z,250.1039887153667,0.0,1,1.3056969966021916,1.6314860654149153,1.9947988988083805,1.6917246948204887,18.352173799872403,2210,5.286453995718091,31.0,3.1203354917819888,21.901870355589043,50.38205492232128,209.90290056380974,59.30329875900501,59.56208960285228,0.0,51.35288592919286,-13.243200995161386,"pair_15, zy, a",lowdust,1839978,355.67400838305576,79.45810088748556,0.0,295.38499813534395,237.29491417532722,235.77655069047591,-19.7179376074012,320.4295849518786,-9.35618046524054,50.85309110393225,67.89481523614702,45.48377922771373,-150.96775764583157,pairs_zy_15.0,BLOCK-365,0.0
1243573,316.20836225577705,-62.87534776328284,63191.01876032218,63191.057376569406,30.0,z,z,246.65479818626318,0.0,1,1.330146226124578,1.6961978843337628,2.0913193331401323,1.7710644918411886,18.399946291764245,2210,5.250785375094368,31.0,2.822710136295773,21.872516616372383,49.12104004830144,206.00856064549322,55.806641219279705,56.086668924350775,0.0,51.23577861687136,-13.352830546549221,"pair_15, zy, a",lowdust,1839979,355.8254668692719,79.43187073808757,0.0,295.2502853770166,237.20261784839585,235.7769892595604,-19.718032357683423,320.43348248562415,-9.354127800192993,53.60829019212928,68.18390891730863,45.48593497138661,-154.90839976302308,pairs_zy_15.0,BLOCK-365,0.0
1243574,322.8896887256449,-63.822247101400436,63191.01918000515,63191.057376569406,30.0,z,z,237.82858480684556,0.0,1,1.296316422254929,1.6961978843337628,2.059241746806188,1.7446967158746867,18.498221564708253,2210,5.2606088627025205,31.0,3.1412790810912066,21.940170407541274,50.83058282004666,202.0316215563568,46.95127093003444,47.20289632573963,0.0,51.11842824429775,-13.462356754458238,"pair_15, zy, a",lowdust,1839980,355.9769663971277,79.37431151889409,0.0,295.1166256767935,237.1101633265778,235.7774279480675,-19.718127132588908,320.43738445756946,-9.352073776665826,54.49823487209195,71.11264749232576,45.48809321483412,-158.888447761801,pairs_zy_15.0,BLOCK-365,0.0
