metric,absolute,motion,scheduler
Coadd_m5_proxy,19.77584031154849,19.762444181268876,20.94969523424095
Delta_depth_vs_phot,-0.6702278929200531,-0.7135214947335058,-1.4679914934624136
Max_airmass,1.8547236990991405,1.8493242008906932,1.7822497788434668
Max_gap_min,1.0076499986462295,1.0076499986462295,15.937399996910244
Mean_airmass,1.4159434720846535,1.410731250067465,1.668568984348353
Mean_cloud_ext,0.6486335457115886,0.6924483697267566,1.0525521119435628
Mean_m5,23.809772107079947,23.766478505266495,23.012008506537587
Mean_slew_s,6.084547730251951,5.525112152730898,3.5374094405488443
Median_airmass,1.4177446878757827,1.4142135623730951,1.6700222751351628
Median_cloud_ext,0.6269100507100422,0.6269100507100422,0.9342103004455566
Median_gap_min,0.5035666690673679,0.5035666690673679,0.5036833346821368
Median_m5,23.826416290528876,23.826416290528876,23.05371914113821
Median_seeing,0.7417744687875782,0.7414213562373094,1.3321215747157802
Median_slew_s,3.945838679811237,3.3097492602203693,2.7112006672732116
Min_cloud_ext,-0.5142822265625,0.010290145874023438,0.39146995544433594
N_visits,1096.0,1096.0,30.0
Night_duration_h,9.71396638895385,9.71396638895385,0.6657180556794629
Open_shutter_frac,0.9402269853144933,0.9402269853144933,0.37553435402088176
Sky_frac_visited,0.061279296875,0.061360677083333336,0.001708984375
Total_exposure_h,9.133333333333333,9.133333333333333,0.25
Total_photons,50486226.08512006,47701172.59632145,939820.8672955337
Total_slew_h,1.8524067534322606,1.6820896998314068,0.029478412004573705
fO_area_deg2,2527.9524593760343,2531.309633956879,70.50066619773801
