metric,absolute,motion,scheduler
Coadd_m5_proxy,19.809266763711612,19.77486313282647,17.007022871593428
Delta_depth_vs_phot,-0.07854258172590178,-0.24941272515986412,-1.1559315752407748
Max_airmass,1.8547236990991405,1.8275666882497066,1.7939987506681387
Max_gap_min,71.33411666960455,71.33411666960455,109.2291833285708
Mean_airmass,1.589632755639869,1.4643869490129806,1.2797383551332218
Mean_cloud_ext,0.03957930616191172,0.22297403025856433,0.37402912805131516
Mean_m5,24.4014574182741,24.230587274840136,23.324068424759226
Mean_slew_s,6.376519524519499,2.931193316736725,3.0707463450222168
Median_airmass,1.624807680927192,1.3784048752090217,1.2456733138236804
Median_cloud_ext,-0.14405229687690735,0.031017666833940895,0.045008909759215183
Median_gap_min,0.502916673431173,0.502916673431173,0.5029333324637264
Median_m5,24.590991584164584,24.42737120977192,23.81971099556913
Median_seeing,0.7624807680927191,0.7378404875209021,1.0051014398137228
Median_slew_s,2.0,2.0,2.7105513690745004
Min_cloud_ext,-0.6084737777709961,-0.32365503907203674,-0.07821961430211861
N_visits,1246.0,1246.0,866.0
Night_duration_h,12.22037611110136,12.22037611110136,11.856390833272599
Open_shutter_frac,0.8496737939104795,0.8496737939104795,0.6086731424552841
Sky_frac_visited,0.023274739583333332,0.02001953125,0.030843098958333332
Total_exposure_h,10.383333333333333,10.383333333333333,7.216666666666667
Total_photons,103435953.81922068,85641914.94301265,58208045.68549561
Total_slew_h,2.2069842576531378,1.0145185757372108,0.7386850929970111
fO_area_deg2,960.1519301215748,825.8649468877882,1272.3691661401288
