metric,absolute,motion,scheduler
Coadd_m5_proxy,19.53023478343473,19.52199126862042,15.911386210007448
Delta_depth_vs_phot,-0.4126052126786419,-0.4866042475510888,-1.9240561214764433
Max_airmass,1.8547236990991405,1.8493242008906932,1.772537568066991
Max_gap_min,272.85198334255256,272.85198334255256,278.8713999988977
Mean_airmass,1.5121932228242172,1.382923994464885,1.2312194396106109
Mean_cloud_ext,0.3813858903962175,0.46831184810460097,1.0026371814121051
Mean_m5,24.06739478732136,23.99339575244891,22.555943878523557
Mean_slew_s,9.95972502845747,4.797338430543321,3.8614313508888456
Median_airmass,1.57797338380595,1.3320827468458722,1.1898028151216538
Median_cloud_ext,-0.012101173400878906,0.11721611022949219,0.06223742167154948
Median_gap_min,0.5033999949228019,0.5033999949228019,0.5033750011352822
Median_m5,24.445125971960323,24.33010088602702,23.553349240130075
Median_seeing,0.7577973383805949,0.7332082746845872,1.027027729134568
Median_slew_s,6.361386557133447,2.5937592746470943,3.1219979518329506
Min_cloud_ext,-0.4655265808105469,-0.4655265808105469,-0.0147247314453125
N_visits,729.0,729.0,409.0
Night_duration_h,11.329352777742315,11.329352777742315,10.133107222267427
Open_shutter_frac,0.5362177451067134,0.5362177451067134,0.336356189525283
Sky_frac_visited,0.03955078125,0.035725911458333336,0.021402994791666668
Total_exposure_h,6.075,6.075,3.408333333333333
Total_photons,47036941.07661097,42981602.25852681,21373747.32303177
Total_slew_h,2.0168443182626374,0.9714610321850226,0.43870150625376053
fO_area_deg2,1631.5868462905082,1473.799640990809,882.9369147621475
