metric,absolute,motion
Coadd_m5_proxy,19.150077044080756,19.038046010550538
Delta_depth_vs_phot,-0.046519769108936515,-0.18479807142913174
Max_airmass,1.8275666882497066,1.8275666882497066
Max_gap_min,0.503733332734555,0.503733332734555
Mean_airmass,1.4722031105323778,1.5241013505467593
Mean_cloud_ext,0.019299458055696737,0.15238793637445264
Mean_m5,24.433480230891064,24.29520192857087
Mean_slew_s,5.301301971965465,3.2910111434497273
Median_airmass,1.50996688705415,1.582543662729229
Median_cloud_ext,-0.02870132215321064,0.08492731861770153
Median_gap_min,0.0010333315003663301,0.0010333315003663301
Median_m5,24.459898406023466,24.358839104444545
Median_seeing,0.7509966887054149,0.7582543662729229
Median_slew_s,4.3413629048621125,2.297868492841686
Min_cloud_ext,-1.7916150093078613,-1.0618717670440674
N_visits,14902.0,14902.0
Night_duration_h,3.8578613888821565,3.8578613888821565
Open_shutter_frac,32.189682524929744,32.189682524929744
Sky_frac_visited,0.044840494791666664,0.062174479166666664
Total_exposure_h,124.18333333333334,124.18333333333334
Total_photons,1159539038.9020607,1014968314.1953921
Total_slew_h,21.94444499617482,13.622957794357733
fO_area_deg2,1849.8031940454116,2564.8813797653256
