frame_time,visit_id,band,dream_band,ra,dec,airmass,zp_dream,sig_dream,zp_consdb,delta
2025-12-09 01:18:03.999000+00:00,2025120800039,r,B,3.7213569739629726,-31.846139436461964,1.0627917574937809,0.05201148986816406,0.003940381575375795,32.184539794921875,-32.13252830505371
2025-12-10 07:37:30.352000+00:00,2025120900439,z,B,138.28098476259763,-56.08156966737199,1.1357830781429628,-0.008199691772460938,0.005364409647881985,31.573516845703125,-31.581716537475586
2025-12-10 07:37:30.352000+00:00,2025120900440,z,B,133.58481550477444,-57.338330782045134,1.1352616844066528,-0.0068759918212890625,0.004312962293624878,31.57577133178711,-31.5826473236084
2025-12-10 07:37:30.352000+00:00,2025120900441,z,B,129.88090011683644,-55.26659184919569,1.1089821135236766,-0.000823974609375,0.0016054910374805331,31.58388328552246,-31.584707260131836
2025-12-10 07:37:30.352000+00:00,2025120900442,z,B,134.33652002648734,-54.147584996110275,1.107118461856,-0.00411224365234375,0.003681306727230549,31.5762996673584,-31.580411911010742
2025-12-10 07:37:30.352000+00:00,2025120900443,z,B,130.58495926974499,-52.09363058981243,1.0835228137197888,-0.00411224365234375,0.003681306727230549,31.578561782836914,-31.582674026489258
2025-12-10 07:37:30.352000+00:00,2025120900444,z,B,126.35020512372343,-53.0791216633391,1.0863057190111902,-0.007068634033203125,0.0058936006389558315,31.59054946899414,-31.597618103027344
2025-12-10 07:37:30.352000+00:00,2025120900445,z,B,125.11602867953286,-56.20563205709482,1.1127007703039196,-0.007068634033203125,0.0058936006389558315,31.596839904785156,-31.60390853881836
2025-12-11 07:51:02.921000+00:00,2025121000403,z,B,121.98143778040685,-51.37975710805885,1.0739952847460361,-0.0031642913818359375,0.0024343649856746197,31.579116821289062,-31.5822811126709
2025-12-11 07:51:02.921000+00:00,2025121000404,z,B,126.279566195867,-50.66831273401711,1.0671988573284277,-0.0031642913818359375,0.0024343649856746197,31.54970932006836,-31.552873611450195
2025-12-11 07:51:02.921000+00:00,2025121000405,z,B,130.447225482298,-49.79284306335625,1.0626511106278875,0.0035648345947265625,0.0029935836791992188,31.56633758544922,-31.562772750854492
2025-12-11 07:51:02.921000+00:00,2025121000406,z,B,127.02309516083768,-47.60962659754087,1.0478773123933787,-0.00170135498046875,0.0022596153430640697,31.55409049987793,-31.5557918548584
2025-12-11 07:51:02.921000+00:00,2025121000407,z,B,122.97485373955303,-48.35672489190927,1.053851977442215,-0.0025348663330078125,0.0018319428199902177,31.578475952148438,-31.581010818481445
2025-12-11 07:51:02.921000+00:00,2025121000408,z,B,123.80575111889422,-45.35638191255492,1.0370862734579656,-0.004241943359375,0.003738309955224395,31.58551788330078,-31.589759826660156
2025-12-11 07:51:02.921000+00:00,2025121000409,z,B,119.8553045152649,-45.99070026482827,1.044727800769788,-0.00048828125,0.0020494365599006414,31.582948684692383,-31.583436965942383
2025-12-20 03:42:00.588000+00:00,2025121900118,i,B,38.727911527339266,-25.97286059145252,1.1558237355945415,0.04480171203613281,0.00688276719301939,31.856754302978516,-31.811952590942383
2025-12-20 03:42:00.588000+00:00,2025121900119,i,B,38.72787918915715,-25.972809632971696,1.158681913312579,0.04480171203613281,0.00688276719301939,,
2025-12-20 03:42:00.588000+00:00,2025121900120,i,B,38.728090826924586,-25.97286181318296,1.1607654179685587,0.04480171203613281,0.00688276719301939,,
2025-12-20 03:42:00.588000+00:00,2025121900121,i,B,38.72792324877542,-25.972862318493785,1.1632677465531402,0.04480171203613281,0.00688276719301939,31.855649948120117,-31.810848236083984
2025-12-24 03:08:13.503000+00:00,2025122300121,r,B,29.687859864276657,-24.490415621693526,1.220062560716789,0.033538818359375,0.00628436217084527,32.177528381347656,-32.14398956298828
2025-12-24 03:08:13.503000+00:00,2025122300122,r,B,29.687992415465455,-24.49047243809565,1.2220105671927441,0.033538818359375,0.00628436217084527,32.171775817871094,-32.13823699951172
2025-12-24 03:08:13.503000+00:00,2025122300123,r,B,30.197033558148267,-24.48985372784856,1.2200491199074524,0.033538818359375,0.00628436217084527,32.159019470214844,-32.12548065185547
