frame,time,dt_min,dx_km,dy_km,mag_km,speed_km_min,confidence,rmse
2,2025-07-15 23:30:43.200000+00:00,0.5015,0.0,0.0,0.0,0.0,0.9991560184694351,0.30589339092748336
3,2025-07-15 23:31:13.331000+00:00,0.5021833333333333,0.0,0.0,0.0,0.0,0.9993772591330482,0.3100325004042162
4,2025-07-15 23:31:43.414000+00:00,0.5013833333333333,0.0,0.0,0.0,0.0,0.9987709760855354,0.32769335811293754
