metric,absolute,motion,scheduler
Coadd_m5_proxy,18.8617017104838,18.85986112214678,16.060408764041316
Delta_depth_vs_phot,-1.1191272941853825,-1.1514269687380363,-3.3593877853255485
Max_airmass,1.857417562100671,1.857417562100671,1.7811491758561206
Max_gap_min,13.356633342336863,13.356633342336863,92.00851665926166
Mean_airmass,1.3998238667059653,1.3984701343753052,1.2631078417282726
Mean_cloud_ext,1.0991449075147837,1.1315799553005028,2.4994510884800665
Mean_m5,23.360872705814618,23.328573031261964,21.120612214674452
Mean_slew_s,7.129047430156296,6.666462171093781,3.1135309187102127
Median_airmass,1.4142135623730951,1.4142135623730951,1.194379721977813
Median_cloud_ext,0.9816469464983258,0.9816469464983258,2.496769428253174
Median_gap_min,0.503100001369603,0.503100001369603,0.5031166656408459
Median_m5,23.49033931343096,23.49033931343096,21.289576312154356
Median_seeing,0.7414213562373094,0.7414213562373094,1.0376040222538276
Median_slew_s,4.269821051663095,3.8075080715082823,2.7782179988838767
Min_cloud_ext,-0.5366535186767578,-0.5366535186767578,0.23941850662231445
N_visits,1257.0,1257.0,529.0
Night_duration_h,11.825155000027735,11.825155000027735,9.779153888812289
Open_shutter_frac,0.8858234839183542,0.8858234839183542,0.4507888293256309
Sky_frac_visited,0.06534830729166667,0.06640625,0.019612630208333332
Total_exposure_h,10.475,10.475,4.408333333333333
Total_photons,48103659.87571204,45476953.35514856,5922173.733592447
Total_slew_h,2.48922572769624,2.327706374740245,0.45751607111047293
fO_area_deg2,2695.8111884182676,2739.4544579692483,809.0790739835647
