metric,absolute,motion,scheduler
Coadd_m5_proxy,20.59074641301994,20.516963231846788,22.328186599328085
Delta_depth_vs_phot,-0.0675816625657717,-0.1428744012874148,-1.0872453045324662
Max_airmass,1.857417562100671,1.8547236990991405,1.7983954417601349
Max_gap_min,1.1709166585933417,1.1709166585933417,26.17741666501388
Mean_airmass,1.6047769134200571,1.5393276568933123,1.7331809120713213
Mean_cloud_ext,0.02710397122376773,0.10894163559808244,0.5360566775004069
Mean_m5,24.41241833743423,24.337125598712586,23.392754695467534
Mean_slew_s,10.760526133389213,3.189792929659834,6.290308321266213
Median_airmass,1.6522711641858305,1.600347184554374,1.7569491845063885
Median_cloud_ext,-0.025554656982421875,0.029863357543945312,0.6781406402587891
Median_gap_min,0.5036166671197861,0.5036166671197861,1.0058833344373852
Median_m5,24.4585485861226,24.406452341966308,23.265815770660648
Median_seeing,0.765227116418583,0.7600347184554374,1.599565683461956
Median_slew_s,8.196431948925035,2.2269556926670964,2.753072568269094
Min_cloud_ext,-0.3292083740234375,-0.1674175262451172,0.10979175567626953
N_visits,1057.0,1057.0,6.0
Night_duration_h,9.360907499911264,9.360907499911264,0.4978030555648729
Open_shutter_frac,0.9409700217009827,0.9409700217009827,0.10044132803315757
Sky_frac_visited,0.049641927083333336,0.040934244791666664,0.0003255208333333333
Total_exposure_h,8.808333333333334,8.808333333333334,0.05
Total_photons,80472378.5171553,74748376.25612813,294443.564174506
Total_slew_h,3.159410034164555,0.9365586462917903,0.010483847202110355
fO_area_deg2,2047.8764943152469,1688.6588141648676,13.428698323378669
