metric,absolute,motion,scheduler
Coadd_m5_proxy,20.940724189585783,20.73282918082613,19.824415318710983
Delta_depth_vs_phot,0.10629726543437812,-0.09557104367322111,-1.2901089505836083
Max_airmass,1.846618531261939,1.8220867158288598,1.8027591655380522
Max_gap_min,26.010333336889744,26.010333336889744,184.70309999305755
Mean_airmass,1.3288610491267725,1.3198708819285119,1.2518020361632607
Mean_cloud_ext,-0.1191833703470549,0.08358395548036547,0.5879645614680407
Mean_m5,24.58629726543438,24.38442895632678,23.189891049416392
Mean_slew_s,8.031822516162267,3.91834149516351,3.61778644866437
Median_airmass,1.224744871391589,1.2224747213928164,1.21218295094826
Median_cloud_ext,-0.1014251708984375,0.06631088256835938,0.30089235305786133
Median_gap_min,0.5036249966360629,0.5036249966360629,0.503649995662272
Median_m5,24.577021789744375,24.38727356301852,23.2824268637317
Median_seeing,0.7224744871391588,0.7222474721392816,1.0336398163647862
Median_slew_s,5.620882277420957,2.4771200226244696,2.886194811690424
Min_cloud_ext,-0.5678825378417969,-0.5162334442138672,-0.13606691360473633
N_visits,795.0,795.0,247.0
Night_duration_h,10.928444444434717,10.928444444434717,9.633735833340324
Open_shutter_frac,0.6062161942336778,0.6062161942336778,0.21365889297168214
Sky_frac_visited,0.02294921875,0.0302734375,0.012369791666666666
Total_exposure_h,6.625,6.625,2.058333333333333
Total_photons,69072816.1055717,57501566.81526624,12771445.829726044
Total_slew_h,1.7736941389858338,0.8653004135152752,0.24822034800558315
fO_area_deg2,946.7232317981961,1248.8689440742162,510.2905362883894
