metric,absolute,motion,scheduler
Coadd_m5_proxy,19.820222044052798,19.780843642969458,18.083291481484626
Delta_depth_vs_phot,0.09627963779280435,-0.10486797853958052,-1.5341328548618627
Max_airmass,1.857417562100671,1.857417562100671,1.7807449462141942
Max_gap_min,1.0089166718535125,1.0089166718535125,66.44909999915399
Mean_airmass,1.5588694476220653,1.5668584382055217,1.2425904310481064
Mean_cloud_ext,-0.13216658255501526,0.06818213471902733,0.6920525352378897
Mean_m5,24.576279637792805,24.37513202146042,22.945867145138138
Mean_slew_s,5.625876299061585,3.7684677712810717,3.072691131528842
Median_airmass,1.6217245432755283,1.624807680927192,1.2255582813855075
Median_cloud_ext,-0.18505030404776335,0.034242811069513365,0.06997967436909676
Median_gap_min,0.5019833380356431,0.5019833380356431,0.502100003650412
Median_m5,24.630468962099698,24.40531365960105,23.195383468444515
Median_seeing,0.7621724543275528,0.7624807680927191,1.0114930239767526
Median_slew_s,2.527340855207326,2.1882918020862316,2.7103950814355278
Min_cloud_ext,-4.3907012939453125,-4.265930652618408,-0.10356757044792175
N_visits,1396.0,1396.0,803.0
Night_duration_h,12.203016666637268,12.203016666637268,9.982275277900044
Open_shutter_frac,0.9533161882125107,0.9533161882125107,0.6703548520126277
Sky_frac_visited,0.0380859375,0.045572916666666664,0.026611328125
Total_exposure_h,11.633333333333333,11.633333333333333,6.691666666666666
Total_photons,197354675.9462796,158488121.86925662,46472817.80341832
Total_slew_h,2.1815898093027704,1.461328057974549,0.6853808273937945
fO_area_deg2,1571.1577038353041,1880.0177652730135,1097.796087936206
