band,mjd,ra,dec,altitude,moon_illum_pct,moon_up,moon_sep,sky_bg,zero_point,mag_lim,airmass,zp_band_median,delta_zp_from_band_median,dark_sky_model,sky_excess_mag,sky_flux_ratio_to_model,sky_flux_excess_over_model,is_moonlit,is_cloudyish,is_cloudy_moonlit
i,61006.01263334491,22.098033463258698,-28.38266657582009,70.23578643798828,36.5715755610369,True,56.2767233478865,33687.9765625,31.459226608276367,21.35434913635254,1.062658667564392,31.966468811035156,0.5072422027587891,20.5,-33667.4765625,0.0,-1.0,True,True,True
i,61045.364510983796,239.45535352054594,-31.731424274416877,27.440828323364258,94.97695159017408,True,113.7409452688341,21213.1875,31.167503356933594,21.42013931274414,2.161190986633301,31.966468811035156,0.7989654541015625,20.5,-21192.6875,0.0,-1.0,True,True,True
r,61011.06139576389,322.2925569280705,-65.17243864721632,39.88697814941406,87.70027950844627,True,92.84334847566231,2527.551025390625,31.3924560546875,22.839229583740234,1.5548458099365234,32.17755126953125,0.78509521484375,21.3,-2506.251025390625,0.0,-1.0,True,True,True
i,60975.158962118054,16.506121002944234,-56.409919187779664,63.701175689697266,25.636986872579303,True,73.28895472704883,1812.235107421875,31.56508445739746,23.554170608520508,1.1148791313171387,31.966468811035156,0.4013843536376953,20.5,-1791.735107421875,0.0,-1.0,True,True,True
i,61068.03673587963,83.76898776496276,-46.836863495813,70.06282806396484,70.45682047789816,True,76.7746839556941,3117.58935546875,31.14219093322754,21.994970321655273,1.0635457038879395,31.966468811035156,0.8242778778076172,20.5,-3097.08935546875,0.0,-1.0,True,True,True
r,61012.03640070602,27.829849796924883,-42.06756840544842,73.88794708251953,94.39464216814054,True,63.66328942096095,2511.744384765625,31.448436737060547,23.05051040649414,1.0407116413116455,32.17755126953125,0.7291145324707031,21.3,-2490.444384765625,0.0,-1.0,True,True,True
r,61069.22663613426,81.55079299889707,-26.035510206173125,39.76438522338867,81.71137619995147,True,54.96577674547211,4249.845703125,30.834529876708984,21.822647094726562,1.5572854280471802,32.17755126953125,1.3430213928222656,21.3,-4228.545703125,0.0,-1.0,True,True,True
i,61040.07073184028,79.56359223367343,-25.887484290739707,67.11003112792969,84.18064660767783,True,58.10417176106249,1732.267333984375,31.193941116333008,22.903202056884766,1.0852558612823486,31.966468811035156,0.7725276947021484,20.5,-1711.767333984375,0.0,-1.0,True,True,True
i,61007.14675027778,18.41159186717499,-61.44760598991935,53.025794982910156,47.974488909920076,True,59.878081089594126,4594.9052734375,31.614307403564453,22.982975006103516,1.2496849298477173,31.966468811035156,0.3521614074707031,20.5,-4574.4052734375,0.0,-1.0,True,True,True
i,61005.15873167824,36.579386342566316,-46.93854143388102,69.86935424804688,28.322624044885618,True,72.3318807772321,1930.5242919921875,31.43822479248047,22.8922119140625,1.0643556118011475,31.966468811035156,0.5282440185546875,20.5,-1910.0242919921875,0.0,-1.0,True,True,True
i,61045.36189788194,236.0861556557797,-36.37296751675407,30.812950134277344,94.98557446630352,True,111.84084494439362,10534.65234375,31.187328338623047,21.977943420410156,1.946167230606079,31.966468811035156,0.7791404724121094,20.5,-10514.15234375,0.0,-1.0,True,True,True
z,61069.052681712965,358.41671532090294,-24.660748128354946,22.167028427124023,80.63473894527647,True,90.79170770647328,3939.23486328125,30.71654510498047,21.83843994140625,2.622347593307495,31.58596897125244,0.8694238662719727,19.6,-3919.63486328125,0.0,-1.0,True,True,True
i,61045.3639187963,242.4443251580508,-36.21961856149329,26.449600219726562,94.97891060031954,True,116.8653853143842,20560.7890625,31.177248001098633,21.567302703857422,2.2350401878356934,31.966468811035156,0.7892208099365234,20.5,-20540.2890625,0.0,-1.0,True,True,True
r,61069.187432199076,105.76316445167993,-31.663956997556582,73.65420532226562,81.4364231516156,True,66.61566151987361,3130.316650390625,31.097326278686523,22.539318084716797,1.0413761138916016,32.17755126953125,1.0802249908447266,21.3,-3109.016650390625,0.0,-1.0,True,True,True
i,61045.06126469908,118.96344536886004,-31.995478713537363,36.52960205078125,95.9335858536129,True,54.98583129065885,2313.00732421875,31.215373992919922,22.922931671142578,1.6766042709350586,31.966468811035156,0.7510948181152344,20.5,-2292.50732421875,0.0,-1.0,True,True,True
i,60975.15848694444,18.783127018433678,-53.569156663712455,66.7148208618164,25.632500906557798,True,75.72340701890133,1791.013427734375,31.456344604492188,23.477333068847656,1.0882532596588135,31.966468811035156,0.5101242065429688,20.5,-1770.513427734375,0.0,-1.0,True,True,True
r,61052.30023498843,161.23741418213834,-58.86313805568467,60.01059341430664,34.11057683247496,True,56.45640401224569,1482.79248046875,31.050392150878906,22.919301986694336,1.1537481546401978,32.17755126953125,1.1271591186523438,21.3,-1461.49248046875,0.0,-1.0,True,True,True
z,61069.052404236114,359.5171840535586,-29.592112706716588,25.090700149536133,80.63319260487472,True,92.5505332456853,3509.155029296875,30.73614501953125,21.968730926513672,2.3383536338806152,31.58596897125244,0.8498239517211914,19.6,-3489.555029296875,0.0,-1.0,True,True,True
r,60983.19009270833,40.68194192527484,-40.35852285818223,79.99124145507812,97.05490487667576,True,56.18689066406087,29781.408203125,31.514324188232422,21.613262176513672,1.015375018119812,32.17755126953125,0.6632270812988281,21.3,-29760.108203125,0.0,-1.0,True,True,True
i,61040.07230177084,79.563720912107,-25.887484661732852,67.59770202636719,84.1889445863435,True,58.102132799673996,1731.093017578125,31.18654441833496,22.76262664794922,1.0813966989517212,31.966468811035156,0.7799243927001953,20.5,-1710.593017578125,0.0,-1.0,True,True,True
z,61069.05212637731,358.36618953731823,-32.503384975479456,25.32213020324707,80.63164410403303,True,94.9123490266294,3459.67138671875,30.738388061523438,21.996875762939453,2.3187365531921387,31.58596897125244,0.8475809097290039,19.6,-3440.07138671875,0.0,-1.0,True,True,True
z,61069.04886369213,359.51702358136333,-29.592050244210736,26.124168395996094,80.61345775102467,True,92.52113391553706,3525.132080078125,30.745325088500977,21.981433868408203,2.253286123275757,31.58596897125244,0.8406438827514648,19.6,-3505.532080078125,0.0,-1.0,True,True,True
r,60983.18380841435,217.62248917363203,-84.61542796581078,24.970054626464844,97.03907844228598,True,107.16424963026219,15215.798828125,31.653308868408203,21.463096618652344,2.3538851737976074,32.17755126953125,0.5242424011230469,21.3,-15194.498828125,0.0,-1.0,True,True,True
i,61045.35784002315,236.3071157186514,-33.34438384869432,28.571422576904297,94.99885649026523,True,111.50384485032747,6529.8271484375,31.190940856933594,22.26641082763672,2.083224296569824,31.966468811035156,0.7755279541015625,20.5,-6509.3271484375,0.0,-1.0,True,True,True
y,61040.18702733796,129.50045718569663,-25.77042749115344,60.23247528076172,84.82574151148907,True,91.87692781431389,2109.95556640625,29.96272850036621,21.253238677978516,1.1519057750701904,30.497295379638672,0.5345668792724609,18.6,-2091.35556640625,0.0,-1.0,True,True,True
r,61046.257908831016,73.83519705125194,4.709207383141979,27.970308303833008,89.38426528830932,True,72.02139686870036,2381.759765625,30.929672241210938,22.56558609008789,2.118394374847412,32.17755126953125,1.2478790283203125,21.3,-2360.459765625,0.0,-1.0,True,True,True
r,61046.262074398146,73.83533511148727,4.709106481748939,26.785558700561523,89.36677100373322,True,72.05302006131555,2486.59228515625,30.911396026611328,22.381547927856445,2.203458309173584,32.17755126953125,1.2661552429199219,21.3,-2465.29228515625,0.0,-1.0,True,True,True
z,61069.045318715274,359.5168681787484,-29.592047323388382,27.16201400756836,80.59368660208615,True,92.49160368945824,3535.272705078125,30.747726440429688,22.025753021240234,2.1745522022247314,31.58596897125244,0.8382425308227539,19.6,-3515.672705078125,0.0,-1.0,True,True,True
r,60985.12747010417,20.2334902473118,-60.38633856453392,59.98891067504883,99.20124490736156,True,86.92393828278713,3211.72802734375,31.26520538330078,22.07843017578125,1.1541497707366943,32.17755126953125,0.9123458862304688,21.3,-3190.42802734375,0.0,-1.0,True,True,True
i,61011.08584126157,9.288845997840657,-43.96925300639906,68.17237854003906,87.81867515056494,True,60.897714533239686,3925.0771484375,31.123123168945312,22.14789390563965,1.0763293504714966,31.966468811035156,0.8433456420898438,20.5,-3904.5771484375,0.0,-1.0,True,True,True
i,61011.08820662037,63.74991237404052,-47.818259765728754,59.985111236572266,87.8300864855898,True,71.67110202071592,3749.986328125,31.579086303710938,22.49270248413086,1.154556393623352,31.966468811035156,0.38738250732421875,20.5,-3729.486328125,0.0,-1.0,True,True,True
z,61009.041658449074,41.820595613561046,-19.03600011290753,61.532249450683594,68.6221390841861,True,47.09546673023041,2215.7734375,30.851415634155273,22.7924747467041,1.137239933013916,31.58596897125244,0.734553337097168,19.6,-2196.1734375,0.0,-1.0,True,True,True
i,60987.12980454861,349.16554249499035,-26.00099817201606,59.88461685180664,89.52183204579882,True,104.44943070164233,3368.00830078125,31.5214900970459,22.704561233520508,1.1545594930648804,31.966468811035156,0.4449787139892578,20.5,-3347.50830078125,0.0,-1.0,True,True,True
y,61068.21147021991,113.59601576687943,-31.645563632416565,73.77791595458984,71.74440834968433,True,77.27520607633242,1800.025146484375,29.286197662353516,21.172510147094727,1.0407885313034058,30.497295379638672,1.2110977172851562,18.6,-1781.425146484375,0.0,-1.0,True,True,True
i,60985.049604872685,351.2254129148816,-60.390724476026605,59.983245849609375,99.32664507611399,True,94.98102478761606,22628.42578125,31.154296875,21.272502899169922,1.1542038917541504,31.966468811035156,0.8121719360351562,20.5,-22607.92578125,0.0,-1.0,True,True,True
i,61018.30377982639,116.42237724255067,-45.18808341948031,74.99240112304688,75.56280544906416,True,67.39800809913842,2313.037109375,31.608985900878906,22.612041473388672,1.0350109338760376,31.966468811035156,0.35748291015625,20.5,-2292.537109375,0.0,-1.0,True,True,True
i,60985.05253435185,353.0413962629817,-60.39149555977928,59.988861083984375,99.3217754370934,True,94.33047663608066,26756.9375,30.894392013549805,21.032899856567383,1.1541497707366943,31.966468811035156,1.0720767974853516,20.5,-26736.4375,0.0,-1.0,True,True,True
i,60985.057625532405,354.7343823900104,-60.39208978008851,59.988407135009766,99.31333687608804,True,93.76211411900992,16536.59765625,31.37409210205078,21.70728302001953,1.154152750968933,31.966468811035156,0.592376708984375,20.5,-16516.09765625,0.0,-1.0,True,True,True
i,61007.146217118054,18.793777969033087,-58.65195863213181,55.11479949951172,47.96934787585132,True,58.29969036715517,5113.056640625,31.480066299438477,22.760913848876953,1.2172375917434692,31.966468811035156,0.4864025115966797,20.5,-5092.556640625,0.0,-1.0,True,True,True
i,61046.128111701386,51.032788098043476,-27.66168245051803,63.994850158691406,89.9904780512925,True,101.15960663403446,1183.4049072265625,31.244510650634766,23.573829650878906,1.1115494966506958,31.966468811035156,0.7219581604003906,20.5,-1162.9049072265625,0.0,-1.0,True,True,True
r,61021.28661952546,77.35980154879216,-25.894176136221432,58.15373229980469,45.43175071445058,True,97.95406176010904,933.3171997070312,31.737850189208984,23.75824546813965,1.1755043268203735,32.17755126953125,0.4397010803222656,21.3,-912.0171997070313,0.0,-1.0,True,True,True
y,61048.35690900463,114.18893739449864,4.152770476827188,30.4428768157959,72.23787829384776,True,57.34994977660476,4397.455078125,30.124286651611328,20.767099380493164,1.9613865613937378,30.497295379638672,0.37300872802734375,18.6,-4378.855078125,0.0,-1.0,True,True,True
g,61012.13372430555,102.40914723105155,-18.90890791971407,40.729522705078125,94.72363531085462,True,72.64461777739854,3087.88427734375,30.995800018310547,22.171859741210938,1.5302504301071167,32.23981475830078,1.2440147399902344,22.2,-3065.68427734375,0.0,-1.0,True,True,True
i,61045.35927084491,243.02355126943894,-45.53344180213015,27.644084930419922,94.99418800019392,True,118.02458211195979,8429.0810546875,31.186918258666992,22.11025619506836,2.146177291870117,31.966468811035156,0.7795505523681641,20.5,-8408.5810546875,0.0,-1.0,True,True,True
r,60982.99974427083,331.81543422529717,-50.372244112584525,69.99048614501953,96.54093313847542,True,72.85854123563946,14590.5751953125,31.724462509155273,21.768951416015625,1.063965082168579,32.17755126953125,0.45308876037597656,21.3,-14569.2751953125,0.0,-1.0,True,True,True
