band,mjd,ra,dec,altitude,moon_illum_pct,moon_up,moon_sep,zp_scale,sky_scale,sky_bg,zero_point,mag_lim,dream_ext,dt_sec,zp_deficit,sky_excess_mag
i,60973.16974545139,12.173962560089679,-45.19933634721126,72.63300323486328,11.314523509770058,False,91.97514450615719,1.0765388011932373,0.751091718673706,2114.5302734375,31.902843475341797,23.150562286376953,0.021440505981445312,6.54,-0.08007421879502963,0.3107675660058755
i,60973.17372186342,17.782852381691328,-12.898758906924748,71.24407196044922,11.344781701291312,False,117.01196939310124,1.14421808719635,0.7302069067955017,2175.007568359375,31.935943603515625,23.250499725341797,0.04199028015136719,6.862,-0.1462720214553555,0.34138515878280623
i,60973.17487876157,27.20089439568967,-13.91937619867753,73.4780502319336,11.35362734352699,False,123.10632761081541,1.087530255317688,0.7675375938415527,2069.291015625,31.90839385986328,23.140274047851562,0.009197235107421875,6.047,-0.0911033698936841,0.2872508591771297
i,60973.17592931713,33.53052574770814,-14.12505120346256,72.31752014160156,11.361676291683697,False,127.07577088885799,1.1255654096603394,0.7776451110839844,2042.326904296875,31.927021026611328,23.31378936767578,0.0071735382080078125,6.224,-0.1284268452518913,0.2730463849723746
i,60973.17643090278,32.12410969001308,-11.568661016567695,70.39231872558594,11.36552473330607,False,128.09755979015162,1.1144695281982422,0.7506436109542847,2115.8544921875,31.921672821044922,23.271800994873047,-0.008266448974609375,9.363,-0.11767049627062412,0.3114155187835035
i,60973.17746582176,25.789065887703554,-11.267351658863166,70.88350677490234,11.373476375217823,False,123.93708024496024,1.1295233964920044,0.7903826236724854,2009.47412109375,31.928958892822266,23.35112762451172,0.0038700103759765625,8.075,-0.13223807787565484,0.25540654037706995
i,60973.17891219907,21.218474822162623,-8.266444567752787,67.23562622070312,11.38461451468205,False,122.48434799016492,1.1514148712158203,0.7381634712219238,2151.56298828125,31.939346313476562,23.41387939453125,0.006134033203125,2.183,-0.1530795858246729,0.32961862529357533
i,60973.18475482639,20.653117006320088,-9.743854266425473,67.90855407714844,11.429901791268342,False,121.04165745824896,0.9899126291275024,0.7743444442749023,2051.027099609375,31.8572998046875,22.834918975830078,0.015802383422851562,2.848,0.011007837653290012,0.2776645331358713
i,60973.18593714121,21.23137252162874,-9.74330284537788,67.95849609375,11.439122987393773,False,121.46666535973532,1.1176364421844482,0.7659901976585388,2073.47314453125,31.923219680786133,23.103609085083008,0.00281524658203125,4.4,-0.12075138537265558,0.28944196994605276
i,60973.186355046295,21.231371532038946,-9.743363675171285,67.90868377685547,11.44238687503482,False,121.46105928106184,1.1149760484695435,0.7609124779701233,2087.234375,31.921886444091797,23.094520568847656,0.022319793701171875,10.21,-0.11816384530072696,0.2966632349479366
i,60973.19288447917,23.589274440506188,-9.741222838915254,67.90867614746094,11.493686274934783,False,123.15125229905225,1.1641024351119995,0.7781572937965393,2040.9771728515625,31.945293426513672,23.317520141601562,0.00283050537109375,0.164,-0.16497799426947174,0.2723315186978179
i,60973.19378001158,24.063703113114684,-9.74076521555232,67.95858764648438,11.500766164463172,False,123.4927985738723,1.1654303073883057,0.7639123797416687,2079.11083984375,31.945951461791992,23.331178665161133,0.010486602783203125,17.17,-0.1662157696701128,0.29239112966332687
i,60973.194197627316,24.063451130123166,-9.740765588968229,67.9086685180664,11.504071332781468,False,123.48711595653464,1.1737403869628906,0.7664055228233337,2072.273193359375,31.94976806640625,23.35936737060547,0.0020885467529296875,13.071,-0.17393012094672344,0.28885343583155576
i,60973.19702733796,24.379901775971994,-8.926196142775687,66.90476989746094,11.526526444646063,False,124.21952292972746,1.1617976427078247,0.7883883714675903,2014.55810546875,31.944252014160156,23.3242130279541,0.014345169067382812,5.658,-0.16282622738955355,0.2581494752023847
i,60973.197868414354,24.833979545812216,-8.925675504104351,66.95642852783203,11.533220722730885,False,124.54733173453795,1.1735031604766846,0.7658151388168335,2073.87451171875,31.949661254882812,23.42459487915039,0.016939163208007812,17.981,-0.1737106589433371,0.28969013166569696
i,60973.19828670139,24.834065258820267,-8.925743195002758,66.90455627441406,11.536553323509901,False,124.54179071425769,1.1648595333099365,0.7545490264892578,2104.90576171875,31.945682525634766,23.384078979492188,0.010894775390625,13.939,-0.16568389583777435,0.30578134219937536
i,60973.1995518287,25.29100130909169,-8.925278955319142,66.90458679199219,11.546646522021813,False,124.86474053732289,1.1943461894989014,0.7720139026641846,2057.21923828125,31.959217071533203,23.595348358154297,0.014696121215820312,1.073,-0.19282557074641837,0.28093719671256034
i,60973.20038519676,25.743088959436232,-8.924810748827309,66.95658874511719,11.553306265063885,False,125.18847985705483,1.1841362714767456,0.8076239824295044,1966.515869140625,31.954559326171875,23.58845329284668,0.014265060424804688,2.638,-0.18350421066510825,0.23197698285816942
i,60973.20080265046,25.742954107473157,-8.924809942362314,66.9046859741211,11.556645594881697,False,125.18285068868464,1.1687250137329102,0.8138542771339417,1951.45751953125,31.947444915771484,23.525497436523438,0.013065338134765625,8.293,-0.16928084790696252,0.22363337445421455
i,60973.20959342593,29.06779739215961,-8.921126707022985,66.9564437866211,11.627469452945222,False,127.48576007241722,1.175628900527954,0.8208310604095459,1934.8758544921875,31.950645446777344,23.55336570739746,0.020448684692382812,1.405,-0.17567563452206147,0.21436554533074448
i,60973.21001096065,29.067815697011927,-8.921123111941622,66.90457153320312,11.630856899025794,False,127.48034674320752,1.1626579761505127,0.8233779072761536,1928.886962890625,31.94462013244629,23.509742736816406,0.019395828247070312,7.22,-0.16362993833328282,0.2110019752287032
i,60973.233316377315,41.191728210715674,-21.58680299012462,79.94743347167969,11.823109155758942,False,124.63036695969856,1.1784839630126953,0.8814277648925781,1801.8564453125,31.951961517333984,23.485692977905273,0.007823944091796875,15.055,-0.17830919238954665,0.13703318343715748
i,60973.2340521875,41.45764442924679,-21.58630159564708,79.9474105834961,11.829275432787117,False,124.75049544306752,1.1297483444213867,0.8714663982391357,1822.447021484375,31.929031372070312,23.380512237548828,0.015794754028320312,8.109,-0.1324542839278087,0.14937338409483678
