band,mjd,ra,dec,altitude,moon_illum_pct,moon_up,moon_sep,sky_bg,zero_point,mag_lim,airmass,zp_band_median,delta_zp_from_band_median,dark_sky_model,sky_excess_mag,sky_flux_ratio_to_model,sky_flux_excess_over_model,is_moonlit,is_cloudyish,is_cloudy_moonlit
r,61002.255246712964,67.67333772270938,-16.324276970114763,70.0936050415039,7.839721924521265,False,129.68693765789808,936.7579345703125,32.165977478027344,24.372676849365234,1.0627613067626953,32.17755126953125,0.01157379150390625,21.3,-915.4579345703125,0.0,-1.0,False,False,False
i,61024.243207604166,93.46134525459073,-10.621601133245104,69.32366180419922,19.255757419747493,False,110.16189010797454,1713.655029296875,31.97052764892578,23.744871139526367,1.0682446956634521,31.966468811035156,-0.004058837890625,20.5,-1693.155029296875,0.0,-1.0,False,False,False
z,61043.20115060185,128.5225553636287,-20.666631569017905,66.03573608398438,99.71267347001054,True,56.06726662424629,4938.88623046875,31.623271942138672,23.141429901123047,1.0943506956100464,31.58596897125244,-0.03730297088623047,19.6,-4919.28623046875,0.0,-1.0,True,False,False
g,61002.17560171297,22.146766535195894,-47.16828388883982,60.02959060668945,7.285427371796,False,82.52713794451054,453.21044921875,32.22209930419922,24.767784118652344,1.1528205871582031,32.23981475830078,0.0177154541015625,22.2,-431.01044921875,3.9429413079751435e-173,-1.0,False,False,False
i,61006.283076087966,103.59491572245146,-53.462374079524196,66.30519104003906,39.25849368348809,False,102.87454060852309,1640.6263427734375,31.982688903808594,23.99321746826172,1.0915591716766357,31.966468811035156,-0.0162200927734375,20.5,-1620.1263427734375,0.0,-1.0,False,False,False
y,61052.335596585646,134.9606271050623,-36.36314249379261,67.06170654296875,33.845608014136474,True,72.5665001781334,1549.3365478515625,30.468830108642578,22.404367446899414,1.0847158432006836,30.497295379638672,0.02846527099609375,18.6,-1530.7365478515626,0.0,-1.0,True,False,False
r,61028.34460674768,145.75943130857442,6.226335170176373,53.368160247802734,0.5527911869549929,False,113.08399041843664,1169.70751953125,32.17400360107422,24.272212982177734,1.2449601888656616,32.17755126953125,0.00354766845703125,21.3,-1148.40751953125,0.0,-1.0,False,False,False
y,61050.246620543985,132.42043822855925,-11.35840161914072,70.6340103149414,53.55510654209756,True,59.94901696733819,1579.4835205078125,30.495437622070312,22.546321868896484,1.0596507787704468,30.497295379638672,0.001857757568359375,18.6,-1560.8835205078126,0.0,-1.0,True,False,False
i,61006.19506391204,50.22462285909251,-11.707096883613636,66.6655044555664,38.195568467769704,False,83.50120893830015,1871.4615478515625,31.991796493530273,24.02060890197754,1.0881637334823608,31.966468811035156,-0.025327682495117188,20.5,-1850.9615478515625,0.0,-1.0,False,False,False
i,61058.240730115744,134.87663063287184,1.7330628983790013,58.083099365234375,0.37996756707283086,False,149.06211411017694,1241.201171875,31.951129913330078,24.02431869506836,1.177122950553894,31.966468811035156,0.015338897705078125,20.5,-1220.701171875,0.0,-1.0,False,False,False
y,61048.349515787035,113.3189877784168,12.542897566947712,26.282882690429688,72.27973890454167,True,58.4041650895128,4715.55126953125,30.21917724609375,21.082111358642578,2.2405483722686768,30.497295379638672,0.2781181335449219,18.6,-4696.95126953125,0.0,-1.0,True,False,False
g,60975.11506616898,39.446289995274,-25.974837775827368,60.23323059082031,25.244539827125923,True,104.77698519849149,788.579345703125,32.10881042480469,24.33963394165039,1.152219533920288,32.23981475830078,0.13100433349609375,22.2,-766.379345703125,2.807124785078414e-307,-1.0,True,False,False
i,61051.05762619213,68.74106214603653,-2.0802125836768197,60.619075775146484,45.94959058913232,False,131.39950769610962,2140.95849609375,31.966453552246094,23.603248596191406,1.1469627618789673,31.966468811035156,1.52587890625e-05,20.5,-2120.45849609375,0.0,-1.0,False,False,False
i,60997.3330097338,110.55533913540187,-56.89443699807908,63.15068054199219,3.2696396273049766,False,82.42974628024407,2142.27001953125,31.647262573242188,23.504371643066406,1.1203712224960327,31.966468811035156,0.31920623779296875,20.5,-2121.77001953125,0.0,-1.0,False,True,False
z,60995.31447075232,63.63484952473034,-25.927828184324827,59.75434494018555,13.243409678533109,True,118.79401965842149,2574.083984375,31.601478576660156,23.449573516845703,1.1560826301574707,31.58596897125244,-0.015509605407714844,19.6,-2554.483984375,0.0,-1.0,False,False,False
i,61058.250590185184,113.16092201718463,-26.117527699180997,68.89215087890625,0.36562320217756183,False,129.05156970524249,1133.853759765625,31.979534149169922,24.26027488708496,1.0708849430084229,31.966468811035156,-0.013065338134765625,20.5,-1113.353759765625,0.0,-1.0,False,False,False
g,60984.08358128472,3.301989613017618,-50.39130693387713,69.99134063720703,99.5717545719479,True,72.89343436260391,10680.6796875,32.200233459472656,22.52873992919922,1.0639617443084717,32.23981475830078,0.039581298828125,22.2,-10658.4796875,0.0,-1.0,True,False,False
r,61069.187032256945,105.76331266588649,-31.66395644037575,73.77716064453125,81.43374910843161,True,66.61799966808692,3108.25732421875,32.195884704589844,23.753225326538086,1.0407297611236572,32.17755126953125,-0.01833343505859375,21.3,-3086.95732421875,0.0,-1.0,True,False,False
i,61054.19846277778,95.90051206676351,1.2967474725161015,54.118961334228516,18.588484869021876,False,137.69069755914808,1638.635498046875,31.97637939453125,23.995052337646484,1.2321940660476685,31.966468811035156,-0.00991058349609375,20.5,-1618.135498046875,0.0,-1.0,False,False,False
r,60982.055378460645,342.7578694559473,-45.38279690156575,73.58894348144531,91.1130543435182,True,53.26966163346798,5465.51953125,32.185874938964844,23.30612564086914,1.0421463251113892,32.17755126953125,-0.00832366943359375,21.3,-5444.21953125,0.0,-1.0,True,False,False
y,61043.104891539355,45.62093653269847,-21.43316869177839,66.946044921875,99.66429151556679,True,71.95684266145713,3618.8095703125,30.5908145904541,22.208953857421875,1.0856376886367798,30.497295379638672,-0.09351921081542969,18.6,-3600.2095703125,0.0,-1.0,True,False,False
g,61001.07988643518,336.5320078275802,-0.7079082861166747,40.07802200317383,2.8207395508779043,False,80.46759279625948,735.2723999023438,32.18788146972656,24.31275177001953,1.5470609664916992,32.23981475830078,0.05193328857421875,22.2,-713.0723999023437,5.902554952939801e-286,-1.0,False,False,False
i,61027.17074621528,37.49658958091893,-30.20964986173328,55.750518798828125,3.3687375196233713,False,119.51306380526123,1732.7105712890625,31.972320556640625,24.110553741455078,1.2075679302215576,31.966468811035156,-0.00585174560546875,20.5,-1712.2105712890625,0.0,-1.0,False,False,False
r,60991.204089513885,53.73799994502815,-60.33964453533409,59.98838806152344,49.696775046127414,False,105.01250293174202,1012.7229614257812,32.19344711303711,24.364521026611328,1.1541529893875122,32.17755126953125,-0.015895843505859375,21.3,-991.4229614257813,0.0,-1.0,False,False,False
r,61088.33030943287,159.41270339922778,-38.95125419296376,59.61330795288086,0.017789934078782377,False,126.95137988220007,962.9381713867188,32.218963623046875,24.390419006347656,1.157434344291687,32.17755126953125,-0.041412353515625,21.3,-941.6381713867188,0.0,-1.0,False,False,False
r,60984.05216118055,351.92623671785816,-50.389163209429555,69.99134063720703,99.5478774212156,True,76.647157007476,6900.34130859375,32.16038513183594,22.923545837402344,1.0639617443084717,32.17755126953125,0.0171661376953125,21.3,-6879.04130859375,0.0,-1.0,True,False,False
y,60984.29195825232,48.71887216773234,-43.75686812199456,62.72639846801758,99.68887681325538,True,64.1143112476442,3735.634765625,30.43160629272461,21.355979919433594,1.1239736080169678,30.497295379638672,0.0656890869140625,18.6,-3717.034765625,0.0,-1.0,True,False,False
r,61014.03346653935,351.7602054643634,-28.389759998730437,69.75248718261719,99.7394974332791,True,95.55455206231068,5729.3955078125,32.18661117553711,23.23146629333496,1.0649290084838867,32.17755126953125,-0.009059906005859375,21.3,-5708.0955078125,0.0,-1.0,True,False,False
r,61088.316056944444,165.2713959671372,-24.05358536225708,67.36203002929688,0.022360443306290723,False,139.41758204347724,992.2315673828125,32.227210998535156,24.450227737426758,1.0823099613189697,32.17755126953125,-0.04965972900390625,21.3,-970.9315673828125,0.0,-1.0,False,False,False
r,61011.21926673611,57.447416744236385,-20.7043039169169,68.29558563232422,88.49943612354832,True,47.49001712645381,7717.34228515625,32.21080780029297,23.590011596679688,1.075323224067688,32.17755126953125,-0.03325653076171875,21.3,-7696.04228515625,0.0,-1.0,True,False,False
r,61028.06047732639,38.19193367420473,14.645678381305217,44.99677276611328,1.1675265791660283,False,144.95188988994403,1166.471923828125,32.16328048706055,24.18760871887207,1.4118657112121582,32.17755126953125,0.014270782470703125,21.3,-1145.171923828125,0.0,-1.0,False,False,False
r,60981.04490209491,346.1839648437329,-50.386154571437146,69.99049377441406,83.27600571597901,True,47.83792197516204,4693.01220703125,32.14372634887695,23.0374698638916,1.063965082168579,32.17755126953125,0.033824920654296875,21.3,-4671.71220703125,0.0,-1.0,True,False,False
r,60989.06733708333,2.8605042270379957,-0.38710894696339104,59.998661041259766,72.17498391991161,False,108.583685550804,1345.116943359375,32.21052551269531,24.49388885498047,1.1541423797607422,32.17755126953125,-0.0329742431640625,21.3,-1323.816943359375,0.0,-1.0,False,False,False
r,60997.27615165509,51.76516249546744,-25.952190152997964,59.7540283203125,3.5008834890916107,False,133.55791625053715,1157.70703125,31.84368896484375,23.778583526611328,1.156081199645996,32.17755126953125,0.3338623046875,21.3,-1136.40703125,0.0,-1.0,False,True,False
r,61088.32765493055,152.5095819516241,-37.85002501111165,55.01819610595703,0.018580550455060685,False,128.79518749732864,1032.67236328125,32.21540069580078,24.424726486206055,1.2181142568588257,32.17755126953125,-0.03784942626953125,21.3,-1011.37236328125,0.0,-1.0,False,False,False
i,60998.21104798611,355.5893802549136,-27.71672389830471,31.630083084106445,1.1096676691762342,False,114.94056177750899,2446.20703125,31.912412643432617,23.213890075683594,1.8959546089172363,31.966468811035156,0.05405616760253906,20.5,-2425.70703125,0.0,-1.0,False,False,False
i,61011.12502042824,34.20988179412918,-74.8008225048167,45.21157455444336,88.00839529973688,True,90.32742471023248,4227.34619140625,31.969127655029297,23.398113250732422,1.40632164478302,31.966468811035156,-0.002658843994140625,20.5,-4206.84619140625,0.0,-1.0,True,False,False
i,61024.22229806713,75.32342430291271,-14.470228831334074,67.34782409667969,19.439990664849375,False,124.49904917458667,1636.092529296875,31.990659713745117,23.952035903930664,1.0826451778411865,31.966468811035156,-0.024190902709960938,20.5,-1615.592529296875,0.0,-1.0,False,False,False
i,61090.02306319444,100.425098972492,-46.7940640215326,70.10209655761719,2.529788018329149,False,102.57174469223884,2253.43017578125,31.996463775634766,23.93610954284668,1.063220739364624,31.966468811035156,-0.029994964599609375,20.5,-2232.93017578125,0.0,-1.0,False,False,False
i,61042.310665,112.62428151036174,-48.03857666464493,60.94041061401367,97.78845603288835,True,80.98231613222795,3364.263671875,31.99140167236328,23.736461639404297,1.142598271369934,31.966468811035156,-0.024932861328125,20.5,-3343.763671875,0.0,-1.0,True,False,False
r,61018.176370104164,13.064012499906427,-26.15489272474267,39.745845794677734,76.40461768286988,True,129.42843746744424,2882.07373046875,32.1182746887207,23.442218780517578,1.5578817129135132,32.17755126953125,0.059276580810546875,21.3,-2860.77373046875,0.0,-1.0,True,False,False
y,61045.149753680555,64.58777211060523,-53.42621595559403,61.474884033203125,95.61925271274625,True,94.53663122920739,4182.84716796875,30.57632064819336,22.003070831298828,1.1369435787200928,30.497295379638672,-0.0790252685546875,18.6,-4164.24716796875,0.0,-1.0,True,False,False
i,60975.3421758912,121.20781096650956,-25.791656212635107,60.443763732910156,27.678229745469974,False,122.41487452964797,2827.939453125,31.093578338623047,22.898433685302734,1.149810791015625,31.966468811035156,0.8728904724121094,20.5,-2807.439453125,0.0,-1.0,False,True,False
u,61054.16829958333,63.08191213374644,-47.94018898262944,54.79096603393555,18.87789307985257,False,107.11038729237427,46.91777801513672,30.389244079589844,23.933921813964844,1.2214703559875488,30.217243194580078,-0.17200088500976562,22.0,-24.91777801513672,1.0786704809864032e-10,-0.999999999892133,False,False,False
i,60992.1152125,43.514297236258855,-28.355892464283382,71.8231430053711,40.44837164944497,False,113.97712413045208,1999.137939453125,31.978317260742188,23.918651580810547,1.0527607202529907,31.966468811035156,-0.01184844970703125,20.5,-1978.637939453125,0.0,-1.0,False,False,False
y,61044.22851320602,123.02513441201374,-48.392506267688624,70.77411651611328,98.9309892238742,True,74.17046240818935,2831.9111328125,30.56266212463379,21.928600311279297,1.0587589740753174,30.497295379638672,-0.06536674499511719,18.6,-2813.3111328125,0.0,-1.0,True,False,False
y,61048.31680069445,130.89503910401322,-4.974586839262683,58.664024353027344,72.4675297435116,True,41.27875676395082,3487.0205078125,30.377347946166992,21.465869903564453,1.169259786605835,30.497295379638672,0.11994743347167969,18.6,-3468.4205078125,0.0,-1.0,True,False,False
y,61050.16391163194,74.3859459211045,-14.874705912317907,63.763851165771484,54.32701981610859,False,114.57079876237155,2211.588623046875,30.445585250854492,22.08111572265625,1.1135016679763794,30.497295379638672,0.05171012878417969,18.6,-2192.988623046875,0.0,-1.0,False,False,False
y,61052.33602443287,138.54826293962734,-36.489252002611394,69.76126861572266,33.842569213219384,True,69.70271171027649,1519.1409912109375,30.478811264038086,22.5467472076416,1.0648492574691772,30.497295379638672,0.018484115600585938,18.6,-1500.5409912109376,0.0,-1.0,True,False,False
u,60997.04877822917,35.71857902867337,-4.72124002343174,50.38779830932617,4.663375826144328,False,158.90565269535912,55.142555236816406,29.691116333007812,22.71554946899414,1.2978445291519165,30.217243194580078,0.5261268615722656,22.0,-33.142555236816406,5.533219582516561e-14,-0.9999999999999447,False,True,False
g,61091.32054412037,162.4214132635617,-27.975894972738597,62.04840087890625,9.347545805178747,False,148.76969129175757,705.4590454101562,30.839323043823242,23.18017578125,1.1304227113723755,32.23981475830078,1.400491714477539,22.2,-683.2590454101562,4.970291222466539e-274,-1.0,False,True,False
r,60982.062408125,342.7577120578733,-45.38273412441136,72.68888854980469,91.14319236889695,True,53.33435391962624,5548.1962890625,32.196327209472656,23.486576080322266,1.047057032585144,32.17755126953125,-0.01877593994140625,21.3,-5526.8962890625,0.0,-1.0,True,False,False
g,61051.10479894676,75.85782173127772,17.582635399283223,42.1248893737793,45.36147126572454,False,128.62040822451834,634.7684326171875,32.18682098388672,24.370805740356445,1.4875839948654175,32.23981475830078,0.0529937744140625,22.2,-612.5684326171875,9.389164609704894e-246,-1.0,False,False,False
y,61048.21667738426,115.01027117044214,-7.324295613093069,67.14022064208984,73.10664518108148,True,56.619240482352836,3095.3720703125,30.41170883178711,21.595449447631836,1.084687352180481,30.497295379638672,0.0855865478515625,18.6,-3076.7720703125,0.0,-1.0,True,False,False
y,61045.17281737269,66.95566593272804,1.331937233703192,48.126007080078125,95.54667912522356,True,66.21686830646381,4647.74267578125,30.580291748046875,22.039838790893555,1.3399323225021362,30.497295379638672,-0.08299636840820312,18.6,-4629.14267578125,0.0,-1.0,True,False,False
r,61020.121740891205,52.68447232790402,-50.33677205034629,69.99134063720703,57.09898800697676,False,109.0008630983716,826.3646240234375,32.212303161621094,24.398666381835938,1.0637807846069336,32.17755126953125,-0.03475189208984375,21.3,-805.0646240234375,9.4e-323,-1.0,False,False,False
i,61016.29620913194,76.55359133160829,-30.779922291829,59.750518798828125,91.98376042549096,True,66.02265270942112,4409.1552734375,31.961193084716797,23.231985092163086,1.1558740139007568,31.966468811035156,0.005275726318359375,20.5,-4388.6552734375,0.0,-1.0,True,False,False
r,60985.19074748843,9.065186393860321,-26.003091149616367,59.75407409667969,99.10562055093044,True,63.0330903397458,8062.17626953125,32.12590789794922,22.707990646362305,1.1560802459716797,32.17755126953125,0.05164337158203125,21.3,-8040.87626953125,0.0,-1.0,True,False,False
z,61013.33339451389,103.7997257305783,-36.734193281227384,73.29554748535156,99.034998215452,True,75.83693370253111,3480.98486328125,31.587554931640625,23.281627655029297,1.0433717966079712,31.58596897125244,-0.0015859603881835938,19.6,-3461.38486328125,0.0,-1.0,True,False,False
z,60998.32688238426,82.14838987205488,-28.272747780059472,69.88658905029297,0.8414794033251682,False,118.50424306088189,2480.764404296875,31.58051872253418,22.871109008789062,1.0642027854919434,31.58596897125244,0.005450248718261719,19.6,-2461.164404296875,0.0,-1.0,False,False,False
y,61044.2095190625,106.70568635745882,-56.52149773778233,63.65766525268555,98.95493977652751,True,82.63565007076194,3422.021484375,30.599225997924805,22.17689323425293,1.1150857210159302,30.497295379638672,-0.10193061828613281,18.6,-3403.421484375,0.0,-1.0,True,False,False
r,61019.191214756946,76.63040490018551,-45.28352255162129,74.99111938476562,66.52073806851672,True,89.46518884735801,1319.67578125,32.20542907714844,24.143150329589844,1.0350146293640137,32.17755126953125,-0.0278778076171875,21.3,-1298.37578125,0.0,-1.0,True,False,False
g,61051.10305185185,74.5800315685807,14.707680834399559,44.97507095336914,45.38260398463,False,129.64921395490245,615.236328125,32.20751190185547,24.421085357666016,1.412136435508728,32.23981475830078,0.0323028564453125,22.2,-593.036328125,6.1019514799458896e-238,-1.0,False,False,False
i,61011.15790170139,57.273672411462016,-56.375083033919736,63.94425582885742,88.17176775295206,True,76.5464791913037,3672.0107421875,31.978225708007812,23.534378051757812,1.112423062324524,31.966468811035156,-0.01175689697265625,20.5,-3651.5107421875,0.0,-1.0,True,False,False
y,61044.119772962964,50.51139056105531,-28.340263591903057,67.9891357421875,99.07352664505353,True,83.05401766725106,1941.6600341796875,29.87091636657715,21.828933715820312,1.0777076482772827,30.497295379638672,0.6263790130615234,18.6,-1923.0600341796876,0.0,-1.0,True,True,True
g,61091.31833106482,158.24152789682768,-20.592681311649763,56.808353424072266,9.328183376121235,False,149.86327621018046,744.7495727539062,30.791475296020508,23.15114402770996,1.1927562952041626,32.23981475830078,1.4483394622802734,22.2,-722.5495727539062,9.553684573792153e-290,-1.0,False,True,False
i,61060.26072179398,115.60086238003822,-23.12483160976759,65.17162322998047,2.1691306977321414,False,133.5015341208989,1283.82275390625,31.985471725463867,24.169036865234375,1.1005629301071167,31.966468811035156,-0.019002914428710938,20.5,-1263.32275390625,0.0,-1.0,False,False,False
y,60982.19406434028,26.798749180406602,-57.29752306410103,61.21028518676758,91.70341921807741,True,64.8641102865545,3003.81591796875,30.50358772277832,21.800918579101562,1.1402032375335693,30.497295379638672,-0.0062923431396484375,18.6,-2985.21591796875,0.0,-1.0,True,False,False
i,61008.097575914355,30.778235618597108,-11.382058405916158,70.97356414794922,58.28110094883673,True,43.93590350687201,2683.515625,31.98804473876953,23.895492553710938,1.0573861598968506,31.966468811035156,-0.021575927734375,20.5,-2663.015625,0.0,-1.0,True,False,False
y,61048.158079699075,91.8752903210534,-75.9679026543205,44.2579231262207,73.55490389729806,True,91.20324335772163,5066.89453125,30.37325668334961,21.25562858581543,1.4299246072769165,30.497295379638672,0.1240386962890625,18.6,-5048.29453125,0.0,-1.0,True,False,False
r,61021.113629155094,50.827582996676455,-65.34390436972821,54.98737716674805,47.165343605021306,False,105.36188855817922,938.5931396484375,32.155174255371094,24.00945472717285,1.2196547985076904,32.17755126953125,0.02237701416015625,21.3,-917.2931396484375,0.0,-1.0,False,False,False
r,60983.04976193287,350.0685086575119,-50.38834315830436,69.9913330078125,96.6925530802573,True,66.13500150176864,5972.02734375,32.140953063964844,22.924970626831055,1.0639617443084717,32.17755126953125,0.03659820556640625,21.3,-5950.72734375,0.0,-1.0,True,False,False
y,61050.299525347225,120.85973958699304,-51.29826359125896,61.56166458129883,53.14236328388895,True,72.63235715472338,1505.55712890625,30.46632194519043,22.461917877197266,1.135860800743103,30.497295379638672,0.030973434448242188,18.6,-1486.95712890625,0.0,-1.0,True,False,False
i,61006.311054618054,126.12444615308488,-53.673202053802406,62.85978698730469,39.62704428566588,False,109.50238072628935,1750.856689453125,31.940038681030273,23.508832931518555,1.123270869255066,31.966468811035156,0.026430130004882812,20.5,-1730.356689453125,0.0,-1.0,False,False,False
g,60998.159447094906,343.592176283793,-13.035860219690713,31.369550704956055,1.2537028800735817,False,115.0705423963275,845.0194702148438,32.10206985473633,23.942211151123047,1.9098398685455322,32.23981475830078,0.13774490356445312,22.2,-822.8194702148437,0.0,-1.0,False,False,False
r,61016.08949116898,18.339784088208994,-31.839915264781023,73.84703063964844,92.86663876193846,True,103.2533403573195,1823.687744140625,32.20228576660156,24.231204986572266,1.0404059886932373,32.17755126953125,-0.0247344970703125,21.3,-1802.387744140625,0.0,-1.0,True,False,False
y,61048.063338831016,58.920108588245604,-0.3136501129345066,59.99581527709961,74.42495721499557,False,110.01116320044797,3900.173095703125,30.330806732177734,21.317272186279297,1.1538093090057373,30.497295379638672,0.1664886474609375,18.6,-3881.573095703125,0.0,-1.0,False,False,False
r,61056.24818890046,143.8147298447382,-13.318680063119086,70.83282470703125,6.169855578413602,False,111.22403983294103,858.18310546875,32.19948196411133,24.500890731811523,1.0585473775863647,32.17755126953125,-0.021930694580078125,21.3,-836.88310546875,0.0,-1.0,False,False,False
y,61046.21914949074,106.09877458047453,-61.16059387247254,58.63477325439453,89.5507777604581,True,83.41959674000573,2444.498046875,30.54184341430664,22.283693313598633,1.1699211597442627,30.497295379638672,-0.04454803466796875,18.6,-2425.898046875,0.0,-1.0,True,False,False
y,60982.34147355324,100.9225509328838,-49.0758134601661,70.56432342529297,92.47129702173386,False,97.18036776105843,2707.1005859375,30.45402717590332,21.788450241088867,1.0602730512619019,30.497295379638672,0.04326820373535156,18.6,-2688.5005859375,0.0,-1.0,False,False,False
i,61027.20219740741,69.81050546210594,-31.755010069975032,73.75342559814453,3.221236187800164,False,122.44554543339883,1567.555908203125,31.980796813964844,24.123149871826172,1.0409001111984253,31.966468811035156,-0.0143280029296875,20.5,-1547.055908203125,0.0,-1.0,False,False,False
i,61043.12261060185,53.03753636529964,-28.37630523431443,70.14419555664062,99.6734049200483,True,72.20581340659382,4552.64794921875,31.997522354125977,23.489280700683594,1.0622364282608032,31.966468811035156,-0.031053543090820312,20.5,-4532.14794921875,0.0,-1.0,True,False,False
i,61030.13727008102,94.34101886903332,-20.203433021070186,64.39068603515625,1.0915226168459913,False,132.62995634030497,1686.097900390625,31.865293502807617,22.953859329223633,1.1089394092559814,31.966468811035156,0.10117530822753906,20.5,-1665.597900390625,0.0,-1.0,False,False,False
i,61042.34699791667,111.27499129020116,-27.549818573287904,51.22881317138672,97.89689199892618,True,61.723548768642196,3634.17919921875,31.9854736328125,23.678085327148438,1.279709815979004,31.966468811035156,-0.01900482177734375,20.5,-3613.67919921875,0.0,-1.0,True,False,False
r,61057.34350925926,169.7278329291181,-14.389742455657402,74.28482818603516,2.0674742671010993,False,102.35419847856583,1030.0576171875,32.193851470947266,24.254838943481445,1.0385228395462036,32.17755126953125,-0.016300201416015625,21.3,-1008.7576171875,0.0,-1.0,False,False,False
i,61026.29967030093,105.15744713824704,-9.105758632455284,63.20589065551758,6.668101820125982,False,118.84748500207554,1532.456298828125,31.968360900878906,23.94721221923828,1.1191277503967285,31.966468811035156,-0.00189208984375,20.5,-1511.956298828125,0.0,-1.0,False,False,False
r,61016.168070694446,7.938394900792412,-26.15705458676374,39.61613464355469,92.49130067993309,True,110.264055604008,5282.7255859375,32.12717819213867,22.871431350708008,1.562078595161438,32.17755126953125,0.050373077392578125,21.3,-5261.4255859375,0.0,-1.0,True,False,False
i,61022.08486210648,356.57015831989935,-14.740020573353563,46.091495513916016,37.88457110579972,False,160.71179169542938,2401.723388671875,31.947376251220703,23.748210906982422,1.3840864896774292,31.966468811035156,0.019092559814453125,20.5,-2381.223388671875,0.0,-1.0,False,False,False
r,60981.033703078705,342.1303401349227,-50.38308205619199,69.99049377441406,83.21556370637728,True,48.191596904,4681.47412109375,32.10270309448242,22.824844360351562,1.063965082168579,32.17755126953125,0.07484817504882812,21.3,-4660.17412109375,0.0,-1.0,True,False,False
r,61004.18927387732,46.52515319571528,-47.110325270132,69.67533874511719,20.210435151673472,False,83.97190998277489,770.2371215820312,32.21293258666992,24.72329330444336,1.0656644105911255,32.17755126953125,-0.035381317138671875,21.3,-748.9371215820313,2.6616525794420273e-300,-1.0,False,False,False
i,61030.18709796296,56.32443097939928,-52.50336063479856,58.8253173828125,1.227045960321732,False,91.28646138705508,1815.030517578125,31.94693374633789,23.392017364501953,1.167256236076355,31.966468811035156,0.019535064697265625,20.5,-1794.530517578125,0.0,-1.0,False,False,False
i,61054.11896954861,88.22900234437535,-2.416910818492369,62.022972106933594,19.37815285312884,False,140.23757642022676,1636.9808349609375,31.984607696533203,23.966278076171875,1.1316864490509033,31.966468811035156,-0.018138885498046875,20.5,-1616.4808349609375,0.0,-1.0,False,False,False
i,61024.30380775463,103.9028225831455,-36.35801679094391,73.36166381835938,18.76943650271666,True,92.39822637024146,1491.4468994140625,31.983491897583008,23.869522094726562,1.0430102348327637,31.966468811035156,-0.017023086547851562,20.5,-1470.9468994140625,0.0,-1.0,False,False,False
y,61045.16838430556,76.79573490818586,-2.4935173077033044,57.712318420410156,95.56038694751537,True,58.86192068070057,4349.52197265625,30.583398818969727,22.04533576965332,1.1813839673995972,30.497295379638672,-0.08610343933105469,18.6,-4330.92197265625,0.0,-1.0,True,False,False
r,60995.03230519676,355.6158444301978,-50.38996980824504,69.9913558959961,15.685116105579217,False,124.86442471792336,1085.82373046875,32.15920639038086,23.963579177856445,1.0639617443084717,32.17755126953125,0.018344879150390625,21.3,-1064.52373046875,0.0,-1.0,False,False,False
g,61056.28627398148,124.87550029904314,-38.65790370770019,69.46802520751953,5.9543519046049544,False,104.96415255208491,509.03436279296875,32.25874328613281,24.66647720336914,1.0669353008270264,32.23981475830078,-0.01892852783203125,22.2,-486.83436279296876,1.846098556916247e-195,-1.0,False,False,False
i,60987.1779633912,40.29545985469525,14.654508241111774,44.991661071777344,89.24471430558249,True,41.4889956396339,6526.720703125,31.9267578125,22.539371490478516,1.4123598337173462,31.966468811035156,0.03971099853515625,20.5,-6506.220703125,0.0,-1.0,True,False,False
i,61030.20145292824,46.5151722990898,-11.233918009825356,44.30989074707031,1.2688596349570924,False,113.55893063236087,1993.990234375,31.931766510009766,23.347412109375,1.4271435737609863,31.966468811035156,0.034702301025390625,20.5,-1973.490234375,0.0,-1.0,False,False,False
i,61026.2404090162,59.47688117805759,-25.21194193434715,52.65884780883789,7.012979798614344,False,131.268576634371,1561.9532470703125,31.966022491455078,24.02201271057129,1.2551277875900269,31.966468811035156,0.000446319580078125,20.5,-1541.4532470703125,0.0,-1.0,False,False,False
i,61005.163349421295,38.402673772751754,-46.93590369685038,69.93587493896484,28.3690169537448,True,73.5277467342075,1941.614501953125,31.98908233642578,23.756324768066406,1.0639088153839111,31.966468811035156,-0.022613525390625,20.5,-1921.114501953125,0.0,-1.0,True,False,False
i,60992.182140046294,66.13214872433436,-27.996082718982354,73.10425567626953,39.66950014783376,False,94.84808439114121,1908.41162109375,31.977800369262695,23.82861328125,1.045344591140747,31.966468811035156,-0.011331558227539062,20.5,-1887.91162109375,0.0,-1.0,False,False,False
r,61048.13295432871,76.71779163461491,2.808945484678788,56.12824630737305,73.76786615264055,True,92.87689089038281,1538.09521484375,32.16949462890625,23.90595245361328,1.2029606103897095,32.17755126953125,0.008056640625,21.3,-1516.79521484375,0.0,-1.0,True,False,False
y,61045.16885689815,77.17709908296166,0.4706011791931078,55.188926696777344,95.55892043960267,True,57.20990171142097,4471.5703125,30.580703735351562,22.035402297973633,1.2162373065948486,30.497295379638672,-0.08340835571289062,18.6,-4452.9703125,0.0,-1.0,True,False,False
i,60975.171832430555,22.911166259006823,-79.2995952497371,41.04716491699219,25.76042246863073,False,66.08371311238692,2254.1279296875,30.688793182373047,22.270366668701172,1.5196632146835327,31.966468811035156,1.2776756286621094,20.5,-2233.6279296875,0.0,-1.0,False,True,False
y,61046.18039361111,95.26576952530742,-59.34607665270668,60.726200103759766,89.72766811674344,True,85.84247836141765,2570.96484375,30.553295135498047,22.39545440673828,1.1453815698623657,30.497295379638672,-0.055999755859375,18.6,-2552.36484375,0.0,-1.0,True,False,False
