band,mjd,ra,dec,altitude,moon_illum_pct,moon_up,sky_bg,zero_point
i,60987.24813086806,65.04849719791879,-0.3018342846695264,59.98888397216797,88.88778837391015,True,10906.60546875,31.994441986083984
z,60987.24993575231,66.30746348682452,-0.2989513198313073,59.9967155456543,88.87914353421759,True,10299.84765625,31.614364624023438
z,60987.25035623842,66.30742316444075,-0.29895223770236495,59.99580001831055,88.87713236780768,True,10311.1015625,31.614612579345703
z,60987.25077648148,66.30745025429357,-0.29896722905476053,59.99420166015625,88.87512341806287,True,10329.1982421875,31.616724014282227
z,60987.251199212966,66.30739100302478,-0.2989573672189558,59.99186706542969,88.87310362834764,True,10340.462890625,31.61178207397461
z,60987.251620219904,66.30739091004986,-0.29895676603907867,59.98885726928711,88.87109312270324,True,10360.919921875,31.60946273803711
y,60987.25347834491,67.58615594511022,-0.2960184925572731,59.996726989746094,88.86223197169988,True,7373.57421875,30.574539184570312
y,60987.2538987963,67.58614643015491,-0.2960185232577663,59.99580764770508,88.86022962671372,True,7415.41357421875,30.574199676513672
y,60987.254320671294,67.58601767756485,-0.2960282923211953,59.99419403076172,88.85822149929908,True,7426.33203125,30.570762634277344
y,60987.25474476852,67.58625087806492,-0.2960165430954414,59.99185562133789,88.85620379244634,True,7425.603515625,30.569599151611328
y,60987.25516523148,67.58616426730214,-0.2960299374809066,59.988853454589844,88.85420435847865,True,7426.97265625,30.57196617126465
r,60987.25707818287,68.88543374397752,-0.2929997510579101,59.996726989746094,88.84511979873086,True,9736.109375,32.208099365234375
r,60987.25749865741,68.8854013853501,-0.29299849993658794,59.99580764770508,88.8431255953098,True,9777.9013671875,32.20348358154297
r,60987.257918993055,68.88545111084422,-0.29299758784964297,59.99419021606445,88.84113297863595,True,9824.923828125,32.200439453125
r,60987.25833966435,68.88561658637626,-0.2929980384350245,59.991886138916016,88.83913969065074,True,9856.7578125,32.20390701293945
r,60987.25876016204,68.88563864517066,-0.292999325560376,59.98888397216797,88.83714813902867,True,9885.7275390625,32.20494079589844
r,60987.261505856484,70.4839914378878,-0.2892488861705719,59.99673080444336,88.82416594628755,True,10114.716796875,32.19651794433594
r,60987.26192626158,70.48400806376534,-0.2892422416690117,59.99580764770508,88.82218145915186,True,10177.810546875,32.199790954589844
r,60987.262717384256,70.92125158956878,-0.2882052117753962,59.99672317504883,88.81844932153648,True,10233.4560546875,32.21014404296875
r,60987.26313810185,70.92116833953196,-0.28820645434438696,59.99580001831055,88.8164657816799,True,10276.0791015625,32.20826721191406
r,60987.263920729165,71.35609133689356,-0.28719484072170204,59.996742248535156,88.81277815320654,True,10346.3828125,32.207496643066406
r,60987.26434150463,71.35608968420583,-0.2871849703815811,59.99581527709961,88.81079668374105,True,10402.5703125,32.202877044677734
r,60987.26512513889,71.79088938613948,-0.2861410819868179,59.99672317504883,88.80710861738049,True,10427.78125,32.20763397216797
r,60987.26554554398,71.7906523382956,-0.28614235604442173,59.99580383300781,88.80513117089028,True,10463.375,32.20945739746094
r,60987.26626606481,72.20246826178158,-0.2851777745967011,59.996742248535156,88.8017438909345,True,10483.5625,32.20851135253906
r,60987.26668664352,72.20249600751089,-0.28517545906472835,59.995819091796875,88.79976772940552,True,10521.5859375,32.20386505126953
r,60987.26857388889,72.2024731746134,-0.2851706067062111,59.983131408691406,88.7909094300358,True,10746.39453125,32.20433807373047
y,60987.27414584491,8.954335470286368,-44.11163600543315,36.88536834716797,88.76483842207605,True,5423.8330078125,30.520580291748047
y,60987.27458311342,8.95436559783417,-44.111635880559064,36.77310562133789,88.7627973040114,True,5448.68359375,30.50154685974121
y,60987.27504340278,9.180719063508636,-43.73112639810509,36.75695037841797,88.76064944215486,True,5458.9482421875,30.49147605895996
y,60987.27548081018,9.180714079159191,-43.73110312699192,36.644012451171875,88.75860902517523,True,5492.84912109375,30.50037956237793
g,60987.2774571412,9.202929101340436,-43.83223368133057,36.166603088378906,88.74939773219073,True,6630.7548828125,32.166893005371094
g,60987.27789459491,9.20268086423134,-43.832234365937765,36.05381393432617,88.7473605386247,True,6648.07763671875,32.163047790527344
g,60987.27835350695,9.20694740310964,-43.8478417760928,35.94135284423828,88.74522405392256,True,6666.337890625,32.16108703613281
g,60987.278791585646,9.206814272067335,-43.84784230759287,35.82857131958008,88.7431851598646,True,6685.1181640625,32.158287048339844
g,60987.27956121528,59.59541941001075,-49.27814625331682,66.79586791992188,88.73960456221364,True,4312.7841796875,32.28854751586914
g,60987.27999930555,59.59547017289645,-49.2782159590155,66.72686004638672,88.73756718307139,True,4316.513671875,32.28605270385742
g,60987.280459409725,62.792564278269694,-47.63663984522435,69.27677917480469,88.7354280213114,True,4291.07763671875,32.29051208496094
g,60987.28089645833,62.79281706367476,-47.63664078385952,69.21027374267578,88.73339660543935,True,4294.208984375,32.28263854980469
z,60987.29495667824,68.51452534115752,-75.0917257769956,44.61920928955078,88.66827682212583,True,5087.498046875,31.60358238220215
z,60987.2954378588,85.13059291153091,-72.39229335612046,47.85527801513672,88.66605429625491,True,4958.43359375,31.606176376342773
z,60987.29590145833,80.94358850391149,-75.01651819460211,45.233917236328125,88.66391323347804,True,5119.82763671875,31.604751586914062
z,60987.296367939816,75.00776170750095,-77.54312616167736,42.56892395019531,88.6617591040413,True,5236.5634765625,31.584613800048828
z,60987.29682793981,60.26254888649822,-77.31231969568586,41.76265335083008,88.6596351335682,True,5309.85546875,31.594707489013672
z,60987.29729115741,48.801086763537064,-79.22702655281165,38.875423431396484,88.6574965248208,True,5585.93359375,31.569358825683594
z,60987.297752210645,52.444776768806726,-81.96027485925008,37.02617263793945,88.65536811485714,True,5823.71826171875,31.583545684814453
z,60987.298203171296,66.18479427490361,-79.90650792052796,39.81480407714844,88.65328648494243,True,5506.892578125,31.59330940246582
z,60987.298690497686,98.86966486006752,-81.68635183985754,38.273414611816406,88.65103718914685,True,5674.197265625,31.587099075317383
z,60987.29914836805,116.80754455378721,-80.17221294898816,38.377742767333984,88.64892402570193,True,5681.6494140625,31.58287811279297
z,60987.29959091435,101.29737772989569,-78.91978189354035,40.798377990722656,88.64688173798734,True,5489.84375,31.587600708007812
z,60987.30003559028,89.57237738710467,-77.13655710910308,43.06648635864258,88.6448297619245,True,5212.60546875,31.583843231201172
z,60987.30047616898,92.87224249709085,-74.42080418345883,45.648094177246094,88.64279682201034,True,5091.4931640625,31.57688331604004
z,60987.30094298611,102.73511576068529,-76.14005609647639,43.33314895629883,88.64064294054639,True,5305.408203125,31.5719051361084
z,60987.301385335646,103.66489294364942,-73.34799993200424,45.83980178833008,88.63860206433762,True,5128.8212890625,31.571392059326172
z,60987.30182799768,95.16403268492901,-71.66826889930597,48.23973846435547,88.63655984608268,True,4973.7421875,31.575904846191406
z,60987.302280289354,88.1967584927135,-69.70275333130823,50.523231506347656,88.63447329416064,True,4924.40771484375,31.5743465423584
z,60987.302718148145,88.19681188643231,-69.70275230752745,50.526363372802734,88.63245340572786,True,4966.11962890625,31.575090408325195
z,60987.30321960648,104.29465902481411,-70.5443536638056,48.40668487548828,88.63014020919468,True,5017.8115234375,31.566238403320312
z,60987.3036684375,96.82173901489514,-68.88910729738048,50.85454559326172,88.62806984446163,True,4913.32861328125,31.555341720581055
z,60987.30411,96.82152349574389,-68.88912147157819,50.868927001953125,88.62603305711498,True,4892.138671875,31.581947326660156
z,60987.3045590625,90.50464058310989,-66.96623693377789,53.19983673095703,88.62396171477047,True,4763.13525390625,31.572052001953125
z,60987.30499619213,90.50466126762709,-66.96623448693722,53.20595932006836,88.62194544371427,True,4757.3642578125,31.588539123535156
z,60987.305448541665,85.20608000166577,-64.82763039810754,55.417179107666016,88.61985899058502,True,4571.5498046875,31.56171417236328
z,60987.30588756945,85.2058623958217,-64.82762592692656,55.41423416137695,88.6178339937285,True,4503.04052734375,31.56698989868164
z,60987.30634553241,80.77656420820897,-62.513833509263335,57.49872970581055,88.61572165886211,True,4338.6083984375,31.577682495117188
z,60987.30678479167,80.77639444145159,-62.513815676037105,57.48567581176758,88.61369558513998,True,4360.900390625,31.581289291381836
z,60987.307291516205,87.32404074537904,-62.085242158870926,58.16815948486328,88.61135830362772,True,4392.955078125,31.57586669921875
z,60987.30772833333,87.32410718884971,-62.0852433422516,58.16781997680664,88.60934344015674,True,4425.0615234375,31.58690643310547
z,60987.308204953704,92.27561855687038,-64.19509438743376,55.92669677734375,88.60714493454778,True,4491.9599609375,31.58673095703125
z,60987.30864232639,92.2758521449479,-64.19507967870575,55.93489456176758,88.6051274151231,True,4517.1513671875,31.577896118164062
z,60987.30914601852,98.05250151677483,-66.09027340625347,53.62761688232422,88.60280390136458,True,4599.0615234375,31.588912963867188
z,60987.30958503472,98.05256409032044,-66.0902732602427,53.64360809326172,88.60077865986331,True,4642.65283203125,31.569900512695312
z,60987.310028935186,98.98093113653233,-63.2777792488458,56.26063919067383,88.5987308048591,True,4595.0478515625,31.55864715576172
z,60987.3104693287,98.98106334728689,-63.277779474745344,56.2808723449707,88.59669903686789,True,4606.7109375,31.571861267089844
z,60987.31092060185,99.68941994085566,-60.45716224420523,58.888458251953125,88.59461697120608,True,4476.76171875,31.585227966308594
z,60987.3144237963,99.67330575388569,-59.48478364621169,60.008544921875,88.57844932694925,True,4361.02880859375,31.608280181884766
z,60987.31484420139,99.67333020770879,-59.484785561809,60.03084945678711,88.57650840710633,True,4339.419921875,31.603778839111328
z,60987.315639849534,100.11222070017016,-59.48374740803202,60.008487701416016,88.57283457151527,True,4312.9453125,31.608966827392578
z,60987.316060289355,100.11241460774855,-59.483718181602846,60.030799865722656,88.57089294848426,True,4288.95458984375,31.613563537597656
z,60987.31686267361,100.55299198819606,-59.48267361502401,60.008548736572266,88.56718690274054,True,4422.888671875,31.610248565673828
z,60987.317284375,100.55314480865172,-59.482643207648515,60.03093338012695,88.56523883396412,True,4393.9609375,31.605213165283203
z,60987.318100717595,101.00007453796306,-59.481557731628314,60.00851058959961,88.56146704018113,True,4459.38037109375,31.60643768310547
z,60987.31852136574,100.99989650205845,-59.481588265115796,60.03083419799805,88.55952313902182,True,4424.7490234375,31.614395141601562
z,60987.31931721065,101.43900760530549,-59.480491968938104,60.00850296020508,88.55584467364103,True,4414.21875,31.609779357910156
z,60987.31973798611,101.43889230249371,-59.48049630974466,60.030845642089844,88.5538994257447,True,4397.19482421875,31.61227798461914
z,60987.32157729167,101.43897106290667,-59.480494921358485,60.12452697753906,88.5453929158744,True,4440.201171875,31.592374801635742
z,60987.32642942129,63.12034875832195,-64.96063556925142,50.32193374633789,88.52292170455772,True,4804.6982421875,31.587125778198242
z,60987.327824189815,105.48654633563558,-53.63826755116745,65.30866241455078,88.51645262316504,True,4400.10107421875,31.595998764038086
z,60987.32862105324,105.48688245417594,-53.638221350809005,65.37356567382812,88.51275452448856,True,4306.5693359375,31.581390380859375
z,60987.329435520835,110.3399645810077,-55.03208939205957,62.95351791381836,88.50897302698844,True,4333.1982421875,31.60235595703125
z,60987.33023585648,110.33977475113737,-55.03208912516398,63.03432846069336,88.5052554085394,True,4370.3125,31.604515075683594
z,60987.33112314815,118.05928320091536,-64.52836152450827,52.98799133300781,88.5011317919233,True,4704.01806640625,31.578109741210938
z,60987.33196056713,111.81580741055946,-66.26458996154216,52.72358703613281,88.49723787768305,True,4715.3544921875,31.56835174560547
z,60987.33278269676,104.7306295552834,-67.73100915679201,52.177799224853516,88.49341302925197,True,4729.3349609375,31.534517288208008
z,60987.333606608794,112.34444558839108,-69.07105996082538,50.12887191772461,88.48957780803882,True,4939.58642578125,31.57542610168457
z,60987.33442186342,112.99846956733947,-71.8682045704337,47.47270202636719,88.48578077355774,True,5143.12890625,31.594581604003906
z,60987.33523158565,113.84777931492489,-74.65273595542021,44.80673599243164,88.48200736447313,True,5264.94921875,31.589439392089844
z,60987.33604814815,115.0249668131021,-77.42178515553576,42.13572311401367,88.47819985506796,True,5536.958984375,31.586193084716797
z,60987.336861655094,125.58690276115958,-75.47381763664555,42.784095764160156,88.474404312061,True,5579.0830078125,31.591434478759766
z,60987.33765494213,122.85721718542268,-72.78408308691202,45.499942779541016,88.47070085553466,True,5398.6923828125,31.597782135009766
z,60987.33844530093,120.84240301559907,-70.05606607859062,48.22431182861328,88.46700880045834,True,5187.36328125,31.591060638427734
z,60987.33923679398,119.29167964274883,-67.3012733178704,50.95427322387695,88.46330912107089,True,5003.8056640625,31.601621627807617
z,60987.34006357639,127.32881853619097,-67.96449999754806,48.77370834350586,88.45944194130699,True,5180.0791015625,31.579696655273438
z,60987.34084388889,125.21334123009207,-65.27865504066098,51.47748565673828,88.45578967448158,True,4973.4072265625,31.57681655883789
r,60988.13963611111,53.01960959102243,-28.330412645086447,67.82820129394531,81.13917675155797,True,1610.017822265625,32.21467590332031
r,60988.14009710648,53.046517202175174,-27.741778252930168,67.82450866699219,81.1355080370635,True,1636.488037109375,32.21560287475586
r,60988.160329895836,55.19254506015237,-25.646830882173656,71.6873779296875,80.97859733125175,True,2259.84326171875,31.11957359313965
z,60988.211641608796,10.47916365501048,-68.12274591448544,44.677371978759766,80.61455973609013,True,4945.02099609375,31.577861785888672
z,60988.21209528935,18.16808568809643,-68.27340045127815,46.77720260620117,80.6115401833859,True,4793.044921875,31.577329635620117
z,60988.212584016204,13.863608067224506,-70.99776154940228,43.81140899658203,80.60829096858168,True,5076.33203125,31.570924758911133
z,60988.213020868054,13.86360387724327,-70.99776097472922,43.77143859863281,80.60538978381297,True,5062.22509765625,31.573760986328125
z,60988.21348759259,18.948123187224205,-73.32313275549791,43.2873420715332,80.60229348605807,True,5122.2314453125,31.57742691040039
z,60988.21392678241,18.94814706816705,-73.32316095429418,43.255706787109375,80.59938293831654,True,5096.8916015625,31.573183059692383
z,60988.214406354164,7.889012027981381,-73.10647806246106,40.914520263671875,80.59620817989229,True,5328.75537109375,31.582401275634766
z,60988.21484449074,7.888790138589081,-73.10647738750863,40.87584686279297,80.5933108199381,True,5305.78466796875,31.58257293701172
z,60988.21531320602,12.703398048086575,-75.7437869136003,40.287452697753906,80.59021451294623,True,5421.740234375,31.58501625061035
z,60988.21575045139,12.703420925446222,-75.74378675657181,40.25749969482422,80.58732913006487,True,5382.4296875,31.58638572692871
z,60988.21619388889,25.553727169028882,-75.43290434790974,42.62198257446289,80.5844058703897,True,5180.5068359375,31.590576171875
z,60988.216631967596,25.5537416506537,-75.43290451734353,42.598453521728516,80.58152088222677,True,5193.1103515625,31.585731506347656
z,60988.21711305556,19.61743474640036,-78.12142539031427,39.62717056274414,80.57835601688683,True,5425.7470703125,31.585941314697266
z,60988.21755123843,19.617406316924615,-78.12142462416512,39.605342864990234,80.57547646032852,True,5426.8056640625,31.58394432067871
z,60988.21802788194,4.180815873494356,-77.8188355749778,37.31393051147461,80.57234745367647,True,5716.17041015625,31.581573486328125
z,60988.21846607639,4.18080912493597,-77.81883469935534,37.28511047363281,80.56947387609699,True,5725.76171875,31.575475692749023
z,60988.21893260417,10.407527022925704,-80.49477225266043,36.66707992553711,80.56641766959449,True,5820.23095703125,31.574371337890625
z,60988.219372893516,10.407546116878244,-80.4947697181636,36.64645004272461,80.56353634440696,True,5815.5654296875,31.57555389404297
z,60988.2198397338,21.151742335541563,-82.91846747846353,35.99259948730469,80.56048443324195,True,5953.3974609375,31.581642150878906
z,60988.220281041664,21.15176322740406,-82.91846895952975,35.9800910949707,80.55760242600772,True,5910.1787109375,31.577884674072266
z,60988.220758599535,3.5355059268668536,-85.23579353172293,33.081825256347656,80.55448694805251,True,6370.876953125,31.538902282714844
z,60988.221195555554,3.535341086533884,-85.23579324236675,33.070640563964844,80.55163931012932,True,6352.89794921875,31.56500244140625
z,60988.22166322917,29.292069957637437,-87.72502461055493,32.323909759521484,80.54859461468465,True,6563.16162109375,31.555423736572266
z,60988.222101631945,29.292232906582328,-87.7250233367063,32.32057571411133,80.54574341000841,True,6544.00732421875,31.5704402923584
z,60988.22254605324,41.08762151136559,-84.84768817193542,35.248207092285156,80.54285594733783,True,6076.7177734375,31.57426643371582
z,60988.222983680556,41.087678371450245,-84.84769097596148,35.24360275268555,80.54001545652932,True,6072.15478515625,31.56891632080078
z,60988.22342722222,44.2267768655467,-81.86145324399898,38.204837799072266,80.53713943442322,True,5716.8076171875,31.57460594177246
z,60988.22387094908,44.22682159138677,-81.86145256974132,38.19858169555664,80.53426508168795,True,5716.884765625,31.558185577392578
z,60988.224321215275,29.63150158481485,-80.21293504905823,38.77698516845703,80.53135129391598,True,5645.734375,31.551361083984375
z,60988.224758425924,29.63133035433936,-80.21293693301998,38.76237869262695,80.52852480438482,True,5620.5546875,31.561426162719727
z,60988.22521379629,34.18736192026166,-77.29618324317508,41.71006774902344,80.52558385178766,True,5323.73193359375,31.572154998779297
z,60988.22565107639,34.18747740229742,-77.29620359805054,41.693111419677734,80.52276254471509,True,5331.73193359375,31.5792293548584
z,60988.22612324074,45.412529962578006,-78.79952779082731,41.16596984863281,80.51971925090716,True,5384.13720703125,31.584362030029297
z,60988.22656113426,45.412384506276126,-78.79952805462307,41.15737533569336,80.51689969962744,True,5386.04443359375,31.576562881469727
z,60988.22701899306,45.75822925089844,-75.66444855553902,44.18217086791992,80.5139545219134,True,5076.1396484375,31.564258575439453
z,60988.22745712963,45.75802397117387,-75.66443645066363,44.17080307006836,80.51113900109792,True,5077.0009765625,31.580692291259766
z,60988.22791875,45.92363812538427,-72.51355770402407,47.1849250793457,80.50817551606899,True,4906.1103515625,31.594650268554688
z,60988.228354756946,45.92380359136232,-72.51357745086787,47.17036437988281,80.50537923147108,True,4917.5712890625,31.581138610839844
z,60988.22884008102,29.274969924447586,-72.46563927281679,44.84394073486328,80.50226980849285,True,5122.2568359375,31.589767456054688
z,60988.22927819444,29.275000190077527,-72.46563898141473,44.81401062011719,80.49946570225738,True,5115.7666015625,31.584928512573242
z,60988.229732604166,23.220427388480093,-70.48068101928045,44.92467498779297,80.4965601339079,True,5080.3408203125,31.580724716186523
z,60988.23017134259,23.220592968331744,-70.48068251225025,44.88550567626953,80.49375750593191,True,5054.9375,31.57917022705078
z,60988.23063711805,26.204442018191433,-67.54180206178783,47.632137298583984,80.49078510040452,True,4774.404296875,31.585355758666992
z,60988.23107407407,26.20444426421513,-67.54180240089565,47.58820343017578,80.48799934613173,True,4766.544921875,31.577091217041016
z,60988.23154207176,31.845126949599422,-69.42688191639925,47.54916000366211,80.48501861798529,True,4789.66357421875,31.56817626953125
z,60988.2319787963,31.845160498541407,-69.42688008402875,47.5143928527832,80.48223979540568,True,4777.396484375,31.566333770751953
z,60988.232452199074,38.335619560363924,-71.10242454773744,47.32334518432617,80.47923055271346,True,4793.5634765625,31.56787109375
z,60988.23288895834,38.33549180277431,-71.10239354461521,47.29768371582031,80.47645696008682,True,4772.51025390625,31.574317932128906
z,60988.23367391204,45.497500804317916,-69.31639290715918,49.91683578491211,80.47147873556835,True,4570.26318359375,31.585289001464844
z,60988.234113101855,45.49733626911843,-69.316393142228,49.89552307128906,80.46869701621142,True,4550.1796875,31.58490562438965
z,60988.23457734954,38.73918178796001,-67.89857800426256,50.009220123291016,80.46575942283904,True,4507.11328125,31.592571258544922
z,60988.23501690972,38.73926960802251,-67.89861401968162,49.9771614074707,80.46298071883106,True,4462.673828125,31.592575073242188
z,60988.23552303241,32.51723645548903,-66.24046778474816,49.803306579589844,80.45978445013637,True,4384.19580078125,31.5894775390625
z,60988.23596204861,32.51736753554427,-66.24046673669294,49.760498046875,80.4570147480869,True,4337.5,31.59090232849121
z,60988.23641671296,38.034583498099515,-64.7041387128638,52.35001754760742,80.45414903158981,True,4142.1591796875,31.5933837890625
z,60988.236856111114,38.034726640474005,-64.70418131328523,52.309722900390625,80.4513821467247,True,4099.89990234375,31.591520309448242
z,60988.23733476852,44.41940479230317,-66.1202867312906,52.452754974365234,80.44837095474576,True,4116.04296875,31.590290069580078
z,60988.23777288194,44.41958076184941,-66.12028652106684,52.42351150512695,80.44561746998585,True,4104.5361328125,31.59210205078125
z,60988.238238275466,49.23151575358633,-64.17273798457049,54.99824905395508,80.44269529636028,True,4020.25390625,31.593475341796875
z,60988.238677719906,49.23146387269075,-64.17273808169914,54.97252655029297,80.4399386587015,True,3986.3740234375,31.594886779785156
z,60988.2391509375,42.921427506296965,-62.98520300641643,54.73289108276367,80.43697297869676,True,3952.728515625,31.59458351135254
z,60988.239592349535,42.921401877601475,-62.98524719143835,54.69415283203125,80.43420925006495,True,3943.4013671875,31.594947814941406
z,60988.240050636574,47.25899488563585,-61.11458910641014,57.28643035888672,80.4313425348622,True,3821.12060546875,31.596921920776367
z,60988.24049048611,47.25883903399858,-61.114590366937435,57.250755310058594,80.42859369980322,True,3818.2041015625,31.59801483154297
z,60988.240968136575,41.36136787369028,-59.92321268317279,56.64424133300781,80.42561144461342,True,3835.110107421875,31.59664535522461
z,60988.24143133102,45.42077536452191,-58.107733201207566,59.284950256347656,80.42272223667723,True,3728.32177734375,31.597307205200195
z,60988.24191096065,40.039691719679745,-56.86453955126223,58.407737731933594,80.41973339741642,True,3731.00927734375,31.597122192382812
z,60988.24241048611,35.870268710574486,-58.49592893143226,55.60657501220703,80.41662368205667,True,3859.2216796875,31.59540557861328
z,60988.24291090278,36.86733369340554,-61.59469782197291,53.7243766784668,80.41351158380634,True,3945.38916015625,31.593395233154297
z,60988.24340704861,31.895827517666966,-63.099866869879556,50.95952224731445,80.41042915906414,True,4115.201171875,31.591480255126953
z,60988.243846944446,31.895867003933162,-63.09991235313486,50.905086517333984,80.40769878335719,True,4117.296875,31.589265823364258
z,60988.24430903935,31.322197867648832,-59.97265862983787,52.60347366333008,80.4048332248085,True,3987.59326171875,31.585994720458984
z,60988.24480853009,26.373855490732105,-61.281284744626795,49.79049301147461,80.40173875430936,True,4141.35546875,31.585575103759766
z,60988.24529924768,26.40172975634588,-64.41651440765614,47.99836349487305,80.39870164567743,True,4236.2060546875,31.584911346435547
z,60988.24573862269,26.40165542793936,-64.41647159521669,47.941829681396484,80.3959848224637,True,4202.60693359375,31.58867835998535
z,60988.24623280093,20.241703524990555,-65.5334151790617,45.074798583984375,80.39293196405667,True,4341.763671875,31.58453369140625
z,60988.24667315972,20.241699174891423,-65.53341509224482,45.01657485961914,80.39021410086733,True,4348.6923828125,31.585037231445312
z,60988.24713537037,20.976304448508063,-62.44274990322991,46.65565490722656,80.38736391067704,True,4167.0771484375,31.58524513244629
z,60988.247576932874,20.976295771201535,-62.44271172273379,46.5890998840332,80.38464346689638,True,4186.1064453125,31.58294677734375
z,60988.24806650463,15.097042865532886,-61.017821677799375,44.46787643432617,80.38162999477554,True,4366.81640625,31.58126449584961
z,60988.2485066088,15.097057923001058,-61.017822179998454,44.39439010620117,80.3789234732472,True,4381.435546875,31.579814910888672
z,60988.24896244213,15.309034814826719,-58.258041707943185,45.21463394165039,80.37612266708986,True,4316.251953125,31.585142135620117
z,60988.24960847222,9.336892778004747,-44.1069271516346,42.789493560791016,80.37215746757666,True,4528.052734375,31.58367156982422
z,60988.250064155094,9.826745135900934,-44.227810189287545,43.029170989990234,80.36936355776277,True,4526.220703125,31.58218765258789
z,60988.25210486111,15.09724168553957,-61.01781980707552,43.79115676879883,80.35688138353493,True,4451.3720703125,31.583240509033203
i,60988.26406181713,54.65933395830382,-73.59045696252437,45.716033935546875,80.28468237855125,True,3551.38623046875,30.942607879638672
i,60988.26565850694,68.64632080125475,-77.22348252062253,43.01665115356445,80.27515574721762,True,3686.8515625,30.906002044677734
i,60988.26612277778,59.41218750471313,-79.779362228451,40.1683349609375,80.27239047981143,True,3934.330810546875,30.86787986755371
i,60988.27027835648,75.28702791591142,-80.07170518709107,40.21089172363281,80.24773311692633,True,3964.82568359375,31.947662353515625
i,60988.270725173614,81.25578624851295,-77.16052695798349,43.032569885253906,80.24509174689068,True,3760.4189453125,31.93524169921875
i,60988.27116758102,74.69764678285513,-74.46223441155233,45.81941604614258,80.24247828827245,True,3584.318359375,31.957691192626953
i,60988.27162164352,69.8585100326317,-71.62631016715154,48.54825973510742,80.23979787355147,True,3444.669189453125,31.96218490600586
i,60988.2720815625,78.75279886016682,-71.60595179848134,48.637367248535156,80.23708483349782,True,3492.562255859375,31.966808319091797
i,60988.27252756945,73.81079351328886,-68.90086319603677,51.36555862426758,80.23445571814426,True,3402.4814453125,31.96681022644043
i,60988.2729908912,81.63235534432157,-68.71210595042116,51.42045974731445,80.231726462032,True,3439.856689453125,31.982215881347656
i,60988.2734462963,83.80559693946162,-65.80489734772765,54.15231704711914,80.22904574114138,True,3179.3818359375,31.977413177490234
i,60988.27388439815,83.80558392668,-65.80489750605688,54.164825439453125,80.22646864312593,True,3190.124755859375,31.975448608398438
i,60988.27435003472,76.8073403664975,-66.13133738895762,54.14706039428711,80.22373146234803,True,3224.90869140625,31.969757080078125
i,60988.27479040509,76.8073193888482,-66.1313377842871,54.147369384765625,80.22114458539653,True,3235.802734375,31.94904899597168
i,60988.2752603125,69.70386190888456,-66.11812921837482,53.911033630371094,80.21838609302901,True,3191.74072265625,31.962854385375977
i,60988.27569815972,69.70391280137035,-66.11813159614492,53.899200439453125,80.21581755340927,True,3202.94091796875,31.964420318603516
i,60988.27616559028,62.66246239315444,-65.77262902251613,53.43505859375,80.21307731980498,True,3232.94091796875,31.960220336914062
i,60988.27660363426,62.66261748574861,-65.77263138708936,53.411338806152344,80.21051108393667,True,3241.4697265625,31.956134796142578
i,60988.27704951389,66.14488746927488,-63.30044593428893,56.21571350097656,80.20790064482162,True,3133.763671875,31.9647274017334
i,60988.27748763889,66.14493974597522,-63.300444619068465,56.193870544433594,80.20533726755255,True,3137.99267578125,31.961652755737305
i,60988.277957592596,72.68184690980974,-63.47357870698357,56.6537971496582,80.20258948556832,True,3124.3671875,31.963228225708008
i,60988.27839452546,72.68193588077285,-63.473576089699165,56.643760681152344,80.20003645142452,True,3124.45947265625,31.96251678466797
i,60988.27886761574,79.18844133320577,-63.33926020330357,56.92695999145508,80.19727395611199,True,3123.522705078125,31.96782875061035
i,60988.279304641204,79.18825372592612,-63.339261694684666,56.92886734008789,80.1947237127622,True,3125.78759765625,31.962547302246094
i,60988.279747141205,81.16516295972659,-60.53414137937739,59.6789665222168,80.19214313675393,True,3019.43798828125,31.969375610351562
i,60988.28018423611,81.16516090986143,-60.53414105079214,59.68513488769531,80.1895956657005,True,3004.596435546875,31.971084594726562
i,60988.28066263889,75.15524275290215,-60.79753934931748,59.3913688659668,80.18680923541109,True,2998.067138671875,31.968982696533203
i,60988.28109974537,75.15521432858833,-60.79754015474992,59.38298416137695,80.18426495852746,True,2984.72119140625,31.965665817260742
i,60988.281542337965,77.27729491782047,-58.09914543878449,62.15165710449219,80.18169031797744,True,2915.818359375,31.975940704345703
i,60988.28198167824,77.27732761647673,-58.099148123882046,62.14664840698242,80.1791361484776,True,2928.775390625,31.97610855102539
i,60988.28247636574,69.06664807486015,-60.77373241661374,58.7577018737793,80.17626204554777,True,2996.789794921875,31.965356826782227
i,60988.28291364583,69.06679447998103,-60.77373448704661,58.734493255615234,80.17372308321227,True,2996.7685546875,31.96078872680664
i,60988.28337040509,71.58164164960198,-58.206053630193075,61.53062057495117,80.17107261917383,True,2968.01416015625,31.973207473754883
i,60988.28380863426,71.58164022709356,-58.206054276668056,61.509056091308594,80.16853120483103,True,2982.571533203125,31.97347068786621
i,60988.284288414354,65.85715900126205,-58.05005370853639,60.5858154296875,80.16575052323851,True,2996.17529296875,31.959510803222656
i,60988.28472645833,65.85724095779342,-58.0500972598959,60.54953384399414,80.16321327328792,True,3018.443603515625,31.960227966308594
i,60988.28519150463,68.39133875296785,-55.57746974290164,63.335540771484375,80.1605212140393,True,2972.48388671875,31.972049713134766
i,60988.2856284838,68.39134575603998,-55.577469607100134,63.29975509643555,80.1579931151205,True,2970.84130859375,31.97475814819336
