metric,absolute,motion,scheduler
Coadd_m5_proxy,20.488364007521373,20.442393048185828,18.500308289192507
Delta_depth_vs_phot,-0.0778612580714686,-0.12795705442733762,-2.189710789928011
Max_airmass,1.857417562100671,1.857417562100671,1.82553014028051
Max_gap_min,1.0048333334270865,1.0048333334270865,202.10586666245945
Mean_airmass,1.6015972508367244,1.5122074301204482,1.5084054008249272
Mean_cloud_ext,0.03770153298779427,0.09673631141529233,1.5033785742426677
Mean_m5,24.402138741928532,24.352042945572663,22.29028921007199
Mean_slew_s,11.247289109704878,5.021317551403555,2.9859061436608765
Median_airmass,1.6431676725154982,1.562049935181331,1.5032383569501313
Median_cloud_ext,-0.01781463623046875,0.046512603759765625,1.2610589027404786
Median_gap_min,0.5035583290737122,0.5035583290737122,0.5036166671197861
Median_m5,24.448350680938443,24.404334974263744,22.192388161561844
Median_seeing,0.7643167672515497,0.7562049935181331,1.1512280732408051
Median_slew_s,9.200541622892818,2.3200251910480665,2.777552388163465
Min_cloud_ext,-0.39945030212402344,-0.34798336029052734,-0.027254104614257812
N_visits,1185.0,1185.0,168.0
Night_duration_h,10.503860555472784,10.503860555472784,8.570529166725464
Open_shutter_frac,0.9401305308507669,0.9401305308507669,0.1633504737881586
Sky_frac_visited,0.06437174479166667,0.049967447916666664,0.00732421875
Total_exposure_h,9.875,9.875,1.4
Total_photons,89436082.30781573,84737263.25872365,6333835.131843426
Total_slew_h,3.702232665277856,1.6528503606703366,0.13934228670417423
fO_area_deg2,2655.525093448132,2061.3051926386256,302.14571227602005
