metric,absolute,motion,scheduler
Coadd_m5_proxy,20.77792605441912,20.615529282991144,19.258956470058614
Delta_depth_vs_phot,0.23361614807888742,0.08999174784786845,-1.7930423218741893
Max_airmass,1.857417562100671,1.857417562100671,1.8126648536857717
Max_gap_min,1.1708833300508559,1.1708833300508559,91.44099999801256
Mean_airmass,1.5011253220709408,1.4734897976120165,1.24838839661051
Mean_cloud_ext,-0.263728680285981,-0.11734072760907063,1.3182568372720211
Mean_m5,24.713616148078888,24.56999174784787,22.68695767812581
Mean_slew_s,6.138277253683105,3.9727704500980754,3.1117891509805644
Median_airmass,1.5716201444690872,1.565247584249853,1.2032358438074122
Median_cloud_ext,-0.2578458786010742,-0.11223888397216797,1.6366958618164062
Median_gap_min,0.5032333312556148,0.5032333312556148,0.5032916693016887
Median_m5,24.712133183042557,24.57555485054543,22.503549963418003
Median_seeing,0.7571620144469087,0.7565247584249852,1.0275972023341944
Median_slew_s,4.716497553287368,2.399296906671707,2.7737823420860974
Min_cloud_ext,-0.5898323059082031,-0.5898323059082031,-0.4390983581542969
N_visits,1312.0,1312.0,277.0
Night_duration_h,11.602802777895704,11.602802777895704,9.458342777739745
Open_shutter_frac,0.9423010579962018,0.9423010579962018,0.24405261974283304
Sky_frac_visited,0.048421223958333336,0.041666666666666664,0.009928385416666666
Total_exposure_h,10.933333333333334,10.933333333333334,2.308333333333333
Total_photons,130917838.54230121,115518026.7098353,9051320.730011491
Total_slew_h,2.2370610435645095,1.4478541195912986,0.239434887450449
fO_area_deg2,1997.518875602577,1718.8733853924696,409.5752988630494
