metric,absolute,motion,scheduler
Coadd_m5_proxy,19.84292798789427,19.796861964325107,16.538087798498974
Delta_depth_vs_phot,-0.33456663137453546,-0.47920206774496776,-2.0318417595780076
Max_airmass,1.857417562100671,1.846618531261939,1.806234071593038
Max_gap_min,1.1695999978110194,1.1695999978110194,82.54051667056046
Mean_airmass,1.5040534806828014,1.4900006538759054,1.2808575738610652
Mean_cloud_ext,0.30416128330625836,0.45020200235737884,1.2002151136251165
Mean_m5,24.145433368625465,24.000797932255033,22.448158240421993
Mean_slew_s,5.9560024708431305,4.477267253822959,3.0818478845485124
Median_airmass,1.5748015748023623,1.5394804318340654,1.22126243283034
Median_cloud_ext,0.17489319472224452,0.34546975046396255,0.7464692762919835
Median_gap_min,0.5020666646305472,0.5020666646305472,0.5020499951206148
Median_m5,24.281037699560013,24.111625765079523,22.90573265210973
Median_seeing,0.7574801574802362,0.7539480431834065,1.0182894109727134
Median_slew_s,3.6697191711134667,2.8673085668714426,2.7471872711606062
Min_cloud_ext,-1.7462021112442017,-1.7199519872665405,-0.09054577715384464
N_visits,1354.0,1354.0,643.0
Night_duration_h,11.993246944562998,11.993246944562998,9.794841111113783
Open_shutter_frac,0.9408072213878297,0.9408072213878297,0.5470566875508492
Sky_frac_visited,0.06404622395833333,0.08138020833333333,0.021484375
Total_exposure_h,11.283333333333333,11.283333333333333,5.358333333333333
Total_photons,88084606.80129129,74219812.3666107,24016955.808150075
Total_slew_h,2.240118707089333,1.6839499615767464,0.5504522749346371
fO_area_deg2,2642.096395124753,3357.174580844667,886.2940893429922
