metric,absolute,motion
Coadd_m5_proxy,19.954654952896423,19.92922721619309
Delta_depth_vs_phot,-0.5132461444648939,-0.5839044667449791
Max_airmass,1.857417562100671,1.857417562100671
Max_gap_min,0.6778666586615145,0.6778666586615145
Mean_airmass,1.4033640359914823,1.416340865500619
Mean_cloud_ext,0.49290974086574485,0.562270380194913
Mean_m5,23.966753855535107,23.89609553325502
Mean_slew_s,4.4615100286010785,3.0313923634733486
Median_airmass,1.3601470508735445,1.4177446878757827
Median_cloud_ext,0.2692421595255534,0.41178385416666663
Median_gap_min,0.5035499995574355,0.5035499995574355
Median_m5,24.190504714966007,24.03774025832763
Median_seeing,0.7360147050873544,0.7417744687875782
Median_slew_s,2.4341420191371905,2.0
Min_cloud_ext,-0.46494483947753906,-0.46494483947753906
N_visits,980.0,980.0
Night_duration_h,8.670976388908457,8.670976388908457
Open_shutter_frac,0.9418393385446391,0.9418393385446391
Sky_frac_visited,0.029215494791666668,0.017252604166666668
Total_exposure_h,8.166666666666666,8.166666666666666
Total_photons,52732437.76332272,48682081.50544709
Total_slew_h,1.2145221744525159,0.8252123656121894
fO_area_deg2,1205.2256745232355,711.7210111390694
